代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
00659,0659.HK,Industrials,7.9,360.71,15.202511,17.45,9.57,-7.89,8.24,,,,5.87,19.75,2448700000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00688,0688.HK,Real Estate,14.1,1543.23,10.420754,15.57,16.7,-2.31,-18.29,,,,3.27,27.05,16733455000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09992,9992.HK,Consumer Cyclical,149.0,1984.68,13.328822,56.15,339.8,42.66,54.09,,,,29.26,6.49,4954220000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80291,80291.HK,,18.09,586.84,21.332547,32.2,26.68,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80700,80700.HK,,391.2,35610.94,15.087354,37.46,625.5,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80883,80883.HK,,21.56,9602.82,8.219596,20.91,27.26,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81024,81024.HK,,29.52,1277.33,8.100988,65.19,84.8,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81299,81299.HK,,64.15,6637.6,15.14758,21.43,81.65,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81810,81810.HK,,24.84,6398.54,19.391101,54.75,54.9,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82020,82020.HK,,63.6,1778.89,13.089113,33.58,95.75,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82318,82318.HK,,48.18,3588.24,6.570299,27.06,66.05,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82331,82331.HK,,12.19,315.11,10.454545,40.48,20.48,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82333,82333.HK,,7.21,166.33,6.80831,59.1,17.63,,,,,,nan,,,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03888,3888.HK,Communication Services,24.56,337.45,10.30732,35.71,38.2,8.23,nan,,,,7.7,0.09,2291620000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03898,3898.HK,Industrials,33.6,155.23,9.542401,28.33,46.88,17.1,17.03,,,,9.64,12.81,3361120915.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03899,3899.HK,Energy,7.87,166.14,12.152008,43.3,13.88,10.33,2.47,,,,9.35,11.71,1742844000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03931,3931.HK,Industrials,20.26,154.18,19.518304,48.45,39.3,29.65,28.74,,,,4.02,39.25,10160086000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03933,3933.HK,Healthcare,9.01,177.5,6.599483,49.86,17.97,5.24,9.68,,,,11.99,16.15,3749820000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03993,3993.HK,Basic Materials,17.0,668.69,11.356045,32.65,25.24,6.13,49.66,,,,24.67,16.1,32386655541.72,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00914,0914.HK,Basic Materials,17.48,225.49,10.133276,35.59,27.14,-14.49,-19.69,,,,4.22,10.42,16643907685.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00916,0916.HK,Utilities,5.51,182.82,9.061704,36.37,8.66,-8.79,-3.97,,,,6.03,49.68,21832566099.33,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01157,1157.HK,Industrials,7.125,110.62,12.282549,33.22,10.67,7.77,28.2,,,,8.44,25.25,4873901652.93,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01171,1171.HK,Energy,12.76,520.03,11.452281,26.75,17.42,-13.63,-35.66,,,,8.97,29.48,19484794000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01193,1193.HK,Utilities,16.2,374.87,10.454958,30.71,23.38,1.19,-9.17,,,,8.03,17.7,6575111000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01299,1299.HK,Financial Services,75.15,7775.77,16.240983,18.45,92.15,nan,23.23,,,,14.42,4.25,6970000000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01316,1316.HK,Consumer Cyclical,5.27,132.27,13.567189,40.79,8.9,6.09,20.7,,,,4.83,2.31,404933000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01908,1908.HK,Real Estate,16.22,375.66,9.000615,15.48,19.19,11.14,-9.55,,,,8.67,21.92,21961699000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01910,1910.HK,Consumer Cyclical,12.99,177.18,8.857885,40.9,21.98,6.7,-2.59,,,,18.06,45.91,506300000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01913,1913.HK,Consumer Cyclical,41.1,1051.68,14.473723,20.96,52.0,10.82,22.35,,,,18.34,43.75,1654258000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01928,1928.HK,Consumer Cyclical,14.65,1185.62,17.154215,34.89,22.5,66.76,nan,,,,63.95,67.14,2105000000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01929,1929.HK,Consumer Cyclical,13.54,1335.86,14.989151,20.12,16.95,-0.1,18.7,,,,29.07,31.06,1317000000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02313,2313.HK,Consumer Cyclical,41.86,629.16,9.257165,42.66,73.0,3.71,8.48,,,,15.54,26.11,5549401000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02318,2318.HK,Financial Services,56.2,4185.54,6.684674,24.77,74.7,6.7,6.68,,,,13.47,10.35,658632000000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02331,2331.HK,Consumer Cyclical,14.25,368.36,10.756605,39.15,23.42,4.68,-10.27,,,,10.63,5.45,4851532000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02333,2333.HK,Consumer Cyclical,8.425,194.36,6.828779,57.58,19.86,17.75,6.07,,,,11.22,22.26,17753789028.71,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02338,2338.HK,Consumer Cyclical,33.42,649.35,21.864004,26.45,45.44,9.79,30.62,,,,11.73,10.75,28681522296.05,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03808,3808.HK,Industrials,39.1,1079.55,13.14037,19.21,48.4,22.63,61.3,,,,15.6,3.58,7623014000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01024,1024.HK,Communication Services,34.42,1489.35,8.256145,62.83,92.6,14.88,nan,,,,23.4,21.25,26716000000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01044,1044.HK,Consumer Defensive,22.98,265.42,9.268152,23.3,29.96,0.66,9.61,,,,11.65,36.5,3241140000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00135,0135.HK,Energy,7.1,613.3,9.855266,19.59,8.83,4.1,0.75,,,,7.89,14.86,12430000000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00148,0148.HK,Industrials,46.8,525.1,11.785444,69.17,151.8,-2.78,6.39,,,,6.81,21.95,4738794000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00175,0175.HK,Consumer Cyclical,18.75,2022.19,10.333275,26.81,25.62,32.63,47.42,,,,18.24,15.05,47274244000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00177,0177.HK,Industrials,9.535,116.52,8.668942,15.24,11.25,15.24,7.25,,,,11.08,29.99,6761638748.35,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00179,0179.HK,Consumer Cyclical,20.28,189.42,11.979157,55.7,45.78,0.04,8.6,,,,7.12,8.94,471090000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00189,0189.HK,Basic Materials,13.52,234.26,11.825743,43.05,23.74,-10.51,-24.77,,,,11.42,0.14,3706493000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00220,0220.HK,Consumer Defensive,7.91,341.63,13.518824,19.45,9.82,3.92,18.82,,,,15.07,4.41,3284365000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00636,0636.HK,Industrials,5.93,107.16,7.602564,37.84,9.54,-11.88,-26.59,,,,7.99,26.33,2919112000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01776,1776.HK,Financial Services,17.59,337.9,7.741374,17.8,21.4,12.11,20.0,,,,8.78,26.19,-27780960722.97,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01787,1787.HK,Basic Materials,27.48,273.56,21.689029,49.53,54.45,27.51,56.03,,,,10.56,38.48,21492754843.56,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01810,1810.HK,Technology,29.02,7475.26,20.218939,51.55,59.9,17.76,156.28,,,,15.64,8.23,34142377000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01818,1818.HK,Basic Materials,25.52,735.37,19.437088,39.75,42.36,18.97,250.49,,,,6.85,37.43,2597165000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01836,1836.HK,Consumer Cyclical,13.15,110.99,10.282138,24.29,17.37,-1.25,5.34,,,,12.58,1.13,194736000.0,2026-08-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
