二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
119,ED,,40.2,C-暂缓,0.0,17.745176,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
120,ELV,,40.2,C-暂缓,0.0,17.730244,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
121,FDX,,40.2,C-暂缓,0.0,17.704223,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
122,LOGI,,40.1,C-暂缓,0.0,18.446929,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
123,RY,,40.1,C-暂缓,0.0,18.374159,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
124,PLNT,,40.1,C-暂缓,0.0,18.35566,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
125,VBK,,40.1,C-暂缓,0.0,18.370003,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
126,OPCH,,40.1,C-暂缓,0.0,17.664543,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
127,GTX,,40.1,C-暂缓,6.0,14.917582,,-0.18,-7.37,否,股数膨胀>2%,,-0.18,-7.37,3.27,-4.86,7.88,20.4,8.65,-38.65,13.35,62.06,-1.83,4.53,0.97,1.54,1.1,43.24,413000000.0
128,EWT,,40.1,C-暂缓,0.0,17.593014,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
129,BF.B,,40.0,C-暂缓,0.0,18.581699,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
130,BGC,Financial Services,40.0,C-暂缓,13.0,27.07079,15.71,17.63,47.07,否,利润增长显著快于营收；股数膨胀>2%,12.89,17.63,47.07,20.68,nan,,38.89,5.37,15.93,3.87,45.17,2.05,2.71,2.12,0.72,2.12,8.33,394353000.0
131,LOW,,40.0,C-暂缓,0.0,18.565401,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
132,RCL,,40.0,C-暂缓,0.0,18.524447,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
133,LII,,40.0,C-暂缓,0.0,18.593639,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
134,DKS,,40.0,C-暂缓,0.0,18.469985,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
135,DUOL,,40.0,C-暂缓,0.0,17.412045,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
136,GNW,,40.0,C-暂缓,0.0,18.540912,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
137,TRNO,,40.0,C-暂缓,0.0,18.55666,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
138,TSCO,,40.0,C-暂缓,0.0,18.46572,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
139,UBS,,40.0,C-暂缓,0.0,18.463979,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
140,UMC,,40.0,C-暂缓,0.0,17.419878,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
141,GATX,,40.0,C-暂缓,0.0,17.438209,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
142,GPK,,40.0,C-暂缓,0.0,17.437912,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
143,FCN,,40.0,C-暂缓,0.0,18.527841,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
144,MAS,,39.9,C-暂缓,0.0,17.298851,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
145,KOF,,39.9,C-暂缓,0.0,17.355502,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
146,DORM,,39.9,C-暂缓,0.0,18.636568,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
147,TGTX,,39.9,C-暂缓,0.0,18.668299,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
148,IWN,,39.9,C-暂缓,0.0,18.699929,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
149,PEG,,39.9,C-暂缓,0.0,18.735604,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
150,PEP,,39.9,C-暂缓,0.0,18.684316,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
151,MS,,39.9,C-暂缓,0.0,17.311293,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
152,MUSA,,39.9,C-暂缓,0.0,17.355525,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
153,DG,,39.9,C-暂缓,0.0,17.29785,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
154,PIPR,,39.9,C-暂缓,0.0,17.347427,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
155,VO,,39.9,C-暂缓,0.0,17.342492,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
156,OGN,,39.9,C-暂缓,0.0,17.316247,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
157,GTES,,39.9,C-暂缓,0.0,18.650574,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
158,ES,,39.9,C-暂缓,0.0,18.643261,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
159,KMB,,39.8,C-暂缓,0.0,18.749634,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
160,KTB,,39.8,C-暂缓,0.0,17.168212,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
161,LAUR,,39.8,C-暂缓,0.0,17.234829,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
162,DBX,,39.8,C-暂缓,0.0,18.779006,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
163,JAZZ,,39.8,C-暂缓,0.0,17.236732,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
164,PEGA,,39.8,C-暂缓,0.0,18.826596,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
165,PLUS,,39.8,C-暂缓,0.0,18.884956,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
166,GEHC,,39.8,C-暂缓,0.0,17.193029,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
167,GOOG,,39.8,C-暂缓,0.0,17.134794,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
168,BK,,39.7,C-暂缓,0.0,17.015968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
169,SUN,,39.7,C-暂缓,0.0,16.97351,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
170,SEIC,,39.7,C-暂缓,0.0,18.951831,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
171,TD,,39.7,C-暂缓,0.0,19.029626,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
172,OVV,,39.7,C-暂缓,0.0,18.960674,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
173,PLMR,,39.7,C-暂缓,0.0,17.045511,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
174,HTLF,,39.7,C-暂缓,0.0,17.063329,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
175,WDC,,39.7,C-暂缓,0.0,19.031713,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
176,UBER,,39.7,C-暂缓,0.0,17.021269,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
177,EDU,,39.7,C-暂缓,0.0,18.96,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
178,ENVA,,39.7,C-暂缓,0.0,18.896882,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
179,EXEL,,39.7,C-暂缓,0.0,17.103774,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
180,BF.A,,39.6,C-暂缓,0.0,19.084967,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
181,MKTX,,39.6,C-暂缓,0.0,19.139488,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
182,DIA,,39.6,C-暂缓,0.0,16.857453,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
183,DPZ,,39.6,C-暂缓,0.0,19.058795,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
184,SLF,,39.6,C-暂缓,0.0,19.109436,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
185,TMUS,,39.6,C-暂缓,0.0,19.116598,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
186,GSK,,39.6,C-暂缓,0.0,16.910085,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
187,TDW,,39.6,C-暂缓,0.0,19.164514,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
188,WDS,,39.6,C-暂缓,0.0,16.823944,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
189,UPS,,39.6,C-暂缓,0.0,19.118959,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
190,FNF,,39.6,C-暂缓,0.0,16.916247,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
191,BJ,Consumer Defensive,39.5,C-暂缓,8.0,21.103464,15.7,3.57,4.07,否,FCF/NI<70%,106.69,3.57,4.07,9.33,1.78,4.11,18.64,2.7,26.32,7.94,36.3,1.24,19.67,0.75,2.94,0.57,-1.07,1030056000.0
192,IWM,,39.5,C-暂缓,0.0,16.755325,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
193,PNW,,39.5,C-暂缓,0.0,19.237347,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
194,NEE,,39.5,C-暂缓,0.0,19.307618,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
195,TRV,,39.5,C-暂缓,0.0,9.700599,,,,否,无,,,,17.94,,,nan,nan,nan,,,,,,,nan,,10606000000.0
196,OHI,,39.5,C-暂缓,0.0,16.729754,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
197,EVR,,39.5,C-暂缓,0.0,16.810222,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
198,FITB,,39.5,C-暂缓,0.0,19.293302,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
199,MFC,,39.4,C-暂缓,0.0,16.668776,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
200,KRG,,39.4,C-暂缓,0.0,16.538427,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
201,PAC,,39.4,C-暂缓,0.0,19.338374,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
202,NGG,,39.4,C-暂缓,0.0,18.737489,,,,否,无,,,,4.31,,,nan,nan,nan,,,,,,,nan,,7829000000.0
203,WEX,,39.4,C-暂缓,0.0,19.450675,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
204,NVR,,39.4,C-暂缓,0.0,16.573549,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
205,OKE,,39.4,C-暂缓,0.0,16.599013,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
206,EPR,,39.4,C-暂缓,0.0,19.429506,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
207,EXC,,39.4,C-暂缓,0.0,16.593407,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
208,AMTM,Industrials,39.3,C-暂缓,14.0,25.306859,45.99,23.31,nan,否,应收增速>营收；股数膨胀>2%,38.11,23.31,nan,62.73,88.86,,10.51,0.46,1.47,0.56,36.36,0.93,1.33,1.32,1.23,7.82,16.68,543000000.0
209,ATMU,Consumer Cyclical,39.3,C-暂缓,14.0,18.837053,26.2,4.14,6.77,否,ROE>40%；应收增速>营收,66.5,4.14,6.77,6.95,22.48,4.84,28.24,11.76,54.8,16.32,45.3,1.62,8.97,2.42,1.39,0.72,-0.72,202700000.0
210,TGT,,39.3,C-暂缓,0.0,16.493776,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
211,PNR,,39.3,C-暂缓,0.0,16.478914,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
212,STT,,39.3,C-暂缓,0.0,16.397797,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
213,VOYA,,39.3,C-暂缓,0.0,16.501753,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
214,EMN,,39.3,C-暂缓,0.0,19.613605,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
215,SBAC,,39.2,C-暂缓,0.0,19.647933,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
216,SYBT,,39.2,C-暂缓,0.0,16.320492,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
217,TFPM,,39.2,C-暂缓,0.0,16.365,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
218,PPG,,39.2,C-暂缓,0.0,16.245624,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
219,VC,,39.2,C-暂缓,0.0,19.762084,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
220,TXT,,39.2,C-暂缓,0.0,16.279922,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
221,OLLI,,39.2,C-暂缓,0.0,19.646045,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
222,GBCI,,39.2,C-暂缓,0.0,19.632988,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
223,EXP,,39.2,C-暂缓,0.0,16.283037,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
224,FDS,,39.2,C-暂缓,0.0,19.626895,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
225,SLGN,,39.1,C-暂缓,0.0,16.160698,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
226,THO,,39.1,C-暂缓,0.0,16.208502,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
227,KFY,,39.1,C-暂缓,0.0,16.168582,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
228,EHC,,39.1,C-暂缓,0.0,19.831031,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
229,SLYG,,39.1,C-暂缓,0.0,16.229956,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
230,ULTA,,39.1,C-暂缓,0.0,19.803027,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
231,NU,,39.1,C-暂缓,0.0,19.902761,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
232,NUE,,39.1,C-暂缓,0.0,19.851556,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
233,AFFT,,39.0,C-暂缓,0.0,16.052087,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
234,KNTK,,39.0,C-暂缓,0.0,19.979929,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
235,MUFG,,39.0,C-暂缓,0.0,20.028761,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
236,SNN,,39.0,C-暂缓,0.0,19.925411,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
237,VB,,39.0,C-暂缓,0.0,15.968266,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
238,VDC,,39.0,C-暂缓,0.0,16.0,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
239,GEN,,39.0,C-暂缓,0.0,16.072836,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
240,HBM,,39.0,C-暂缓,0.0,16.075242,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
241,HLNE,,39.0,C-暂缓,0.0,15.968204,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
242,FBNC,,39.0,C-暂缓,0.0,20.039009,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
243,GS,,38.9,C-暂缓,0.0,15.807026,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
244,PAG,,38.9,C-暂缓,0.0,15.834429,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
245,PFG,,38.9,C-暂缓,0.0,15.872064,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
246,LNG,,38.9,C-暂缓,0.0,20.16868,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
247,SNA,,38.9,C-暂缓,0.0,20.095737,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
248,TTD,,38.9,C-暂缓,0.0,15.928044,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
249,NTRS,,38.9,C-暂缓,0.0,15.927835,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
250,OMAB,,38.9,C-暂缓,0.0,15.867895,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
251,GBDC,,38.9,C-暂缓,0.0,20.18957,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
252,FMX,,38.9,C-暂缓,0.0,22.662957,,,,否,无,,,,,2.75,3.73,nan,nan,nan,nan,32.36,1.05,,1.35,,nan,-1.38,
253,FBK,,38.9,C-暂缓,0.0,15.898737,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
254,AFFS,,38.8,C-暂缓,0.0,15.66307,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
255,VG,Energy,38.8,C-暂缓,16.0,10.852952,18.27,28.77,10.84,否,应收增速>营收；FCF/NI<70%,17.62,28.77,10.84,21.05,69.06,113.49,50.17,18.37,37.52,5.22,65.3,5.18,3.31,0.93,0.28,-2.69,0.51,6566000000.0
256,KT,,38.8,C-暂缓,0.0,10.959479,,,,否,无,,,,,-1.67,-11.06,nan,nan,nan,nan,25.05,0.61,,1.19,,nan,-1.99,
257,JD,,38.8,C-暂缓,0.0,20.217634,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
258,SNEX,,38.8,C-暂缓,0.0,15.758911,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
259,FOX,,38.8,C-暂缓,0.0,15.794603,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
260,HDB,,38.8,C-暂缓,0.0,15.765827,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
261,EXPE,,38.8,C-暂缓,0.0,20.280391,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
262,HST,,38.7,C-暂缓,0.0,15.562586,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
263,FRPT,,38.7,C-暂缓,0.0,20.393048,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
264,WSO,Industrials,38.6,C-暂缓,10.0,27.389745,31.8,-0.16,-6.15,否,经营现金流3Y为负,459.0,-0.16,-6.15,-0.14,2.14,0.39,28.05,6.87,17.87,11.18,10.85,0.17,140.77,4.12,1.63,1.08,1.5,569613000.0
265,MTH,,38.6,C-暂缓,0.0,15.466725,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
266,WES,,38.6,C-暂缓,0.0,15.466471,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
267,HLN,,38.6,C-暂缓,0.0,20.541702,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
268,AKO.B,,38.5,C-暂缓,0.0,15.235743,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
269,SFM,,38.5,C-暂缓,0.0,15.280123,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
270,KMI,,38.5,C-暂缓,0.0,20.730183,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
271,IXC,,38.5,C-暂缓,0.0,20.735972,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
272,JCI,,38.5,C-暂缓,0.0,25.043473,,,,否,无,,,,,3.06,-11.94,nan,nan,nan,nan,26.04,0.76,,0.93,,nan,-3.9,
273,JPM,,38.5,C-暂缓,0.0,15.285655,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
274,STC,,38.5,C-暂缓,0.0,15.236122,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
275,UFPI,,38.5,C-暂缓,0.0,20.756189,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
276,UNM,,38.5,C-暂缓,0.0,20.68658,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
277,OGE,,38.5,C-暂缓,0.0,20.665033,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
278,PATK,,38.4,C-暂缓,0.0,20.807683,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
279,VFC,,38.4,C-暂缓,0.0,20.826087,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
280,OII,,38.4,C-暂缓,0.0,15.198081,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
281,OLED,,38.4,C-暂缓,0.0,20.885084,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
282,ENS,,38.4,C-暂缓,0.0,20.787781,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
283,BEAV,,38.3,C-暂缓,0.0,20.931818,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
284,CTRA,,38.3,C-暂缓,0.0,15.00149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
285,SFBS,,38.3,C-暂缓,0.0,14.954735,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
286,JEF,,38.3,C-暂缓,0.0,15.053861,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
287,OZK,,38.3,C-暂缓,0.0,8.161382,,,,否,无,,,,,11.1,,nan,nan,nan,nan,1.14,0.08,,,,nan,-1.97,
288,PAAS,,38.3,C-暂缓,0.0,14.975809,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
289,PKX,,38.3,C-暂缓,0.0,21.01447,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
290,HTHT,,38.3,C-暂缓,0.0,21.06341,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
291,PPL,,38.3,C-暂缓,0.0,20.988438,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
292,VBR,,38.3,C-暂缓,0.0,21.032498,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
293,STLD,,38.3,C-暂缓,0.0,20.962795,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
294,HAYW,,38.3,C-暂缓,0.0,20.972543,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
295,SF,,38.2,C-暂缓,0.0,14.789916,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
296,EBAY,,38.2,C-暂缓,0.0,21.162887,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
297,HWC,,38.2,C-暂缓,0.0,14.867895,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
298,PHG,,38.2,C-暂缓,0.0,21.156742,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
299,PHIN,,38.2,C-暂缓,0.0,21.077303,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
300,IGIB,,38.2,C-暂缓,0.0,14.782273,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
301,EGO,,38.2,C-暂缓,0.0,14.920014,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
302,NWN,,38.2,C-暂缓,6.0,16.777406,,,,否,股数膨胀>2%,,,,22.15,-10.31,13.6,nan,nan,nan,nan,43.51,1.82,,0.72,,nan,5.37,269124000.0
303,VCTR,,38.2,C-暂缓,0.0,21.118371,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
304,WEC,,38.2,C-暂缓,0.0,21.16652,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
305,MFG,,38.1,C-暂缓,0.0,14.711878,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
306,KEX,,38.1,C-暂缓,0.0,21.311102,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
307,PTC,,38.1,C-暂缓,0.0,14.772841,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
308,ONON,,38.1,C-暂缓,0.0,21.337112,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
309,MATX,,38.0,C-暂缓,0.0,14.612475,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
310,DRI,,38.0,C-暂缓,0.0,21.377077,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
311,DVA,,38.0,C-暂缓,0.0,14.61418,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
312,EAT,,38.0,C-暂缓,0.0,21.477461,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
313,TLK,,38.0,C-暂缓,0.0,14.522554,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
314,IYY,,38.0,C-暂缓,0.0,14.617062,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
315,LTC,,38.0,C-暂缓,0.0,14.59344499999999,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
316,SMFG,,38.0,C-暂缓,0.0,14.521277,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
317,POST,,38.0,C-暂缓,0.0,14.544455,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
318,PR,,38.0,C-暂缓,0.0,14.559263,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
319,NWBI,,38.0,C-暂缓,0.0,14.5379,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
320,EPAM,,38.0,C-暂缓,0.0,14.526868,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
321,ET,,38.0,C-暂缓,0.0,14.504167,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
322,AB,Financial Services,37.9,C-暂缓,10.0,10.694325,18.18,2.89,3.03,否,经营现金流3Y为负,44.11,2.89,3.03,-0.95,,,nan,90.11,24.21,18.31,,,,,0.2,1.18,-6.75,352372000.0
323,MIAX,Financial Services,37.9,C-暂缓,14.0,28.135828,27.6,19.57,nan,否,FCF/NI<70%；股数膨胀>2%,57.14,19.57,nan,11.33,17.77,,31.56,-5.13,-7.95,-6.27,0.65,0.01,4.32,2.54,1.22,-1.9,2.5,167833000.0
324,RPM,,37.9,C-暂缓,0.0,21.61857,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
325,RRR,,37.9,C-暂缓,0.0,21.557929,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
326,SAIC,,37.9,C-暂缓,0.0,14.478065,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
327,LKQ,,37.9,C-暂缓,0.0,14.469448,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
328,DHI,,37.9,C-暂缓,0.0,14.447294,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
329,PBH,,37.9,C-暂缓,0.0,14.455067,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
330,VIV,,37.9,C-暂缓,0.0,14.397847,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
331,MDU,,37.9,C-暂缓,0.0,21.612937,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
332,GDDY,,37.9,C-暂缓,0.0,14.37793,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
333,SCI,,37.8,C-暂缓,0.0,21.714974,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
