二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
105,MGM,Consumer Cyclical,46.6,C-暂缓,0.0,26.462411,18.05,10.14,-48.11,否,无,51.59,10.14,-48.11,12.93,9.63,-0.41,44.42,1.17,8.47,0.49,75.83,12.91,1.67,1.23,0.42,7.09,-12.0,2529378000.0
106,MKC,Consumer Defensive,46.6,C-暂缓,0.0,9.206079,23.59,2.51,5.0,否,无,72.41,2.51,5.0,13.88,3.11,-1.72,37.9,11.54,13.76,6.01,31.54,0.73,5.65,0.7,0.52,0.94,0.05,962200000.0
107,DDS,Consumer Cyclical,46.4,C-暂缓,10.0,14.20018,16.4,-2.11,-13.85,否,经营现金流3Y为负,741.98,-2.11,-13.85,-8.9,-11.32,2.35,40.32,8.69,32.05,16.21,15.91,0.31,17.93,2.65,1.87,1.09,-3.04,717008000.0
108,AMRZ,Basic Materials,46.2,C-暂缓,0.0,20.039343,32.26,3.28,2.26,否,无,65.94,3.28,2.26,3.56,3.77,8.09,25.68,10.03,8.94,4.93,26.16,0.48,4.62,1.64,0.49,1.2,0.02,2208000000.0
109,OTIS,Industrials,45.7,C-暂缓,0.0,18.436742,24.14,1.79,3.37,否,无,94.56,1.79,3.37,0.76,4.51,-0.22,30.28,9.59,-25.67,12.6,79.89,-1.58,,0.85,1.31,1.04,-2.05,1596000000.0
110,TME,Communication Services,45.6,C-暂缓,15.0,10.156127,67.94,5.1,44.33,否,利润增长显著快于营收；应收增速>营收,26.7,5.1,44.33,11.0,13.49,43.07,44.18,33.6,13.77,11.46,3.72,0.05,109.83,2.22,0.34,0.82,-3.34,10231000000.0
111,AEO,Consumer Cyclical,45.5,C-暂缓,0.0,10.475567,40.72,3.59,15.33,否,无,28.46,3.59,15.33,3.94,2.18,6.26,36.51,3.46,11.34,4.9,42.41,1.0,22.93,1.51,1.42,1.02,-4.68,456182000.0
112,AGO,Financial Services,45.3,C-暂缓,15.0,10.0133,18.26,14.43,59.48,否,利润增长显著快于营收；FCF/NI<70%,92.4,14.43,59.48,nan,9.13,,nan,49.07,8.88,4.18,13.99,0.3,8.44,,0.09,0.51,-8.52,259000000.0
113,CPA,Industrials,45.0,C-暂缓,8.0,8.503272,19.3,6.86,24.5,否,FCF/NI<70%,160.47,6.86,24.5,14.89,14.56,16.65,35.56,18.56,24.2,10.9,35.01,0.83,8.88,1.31,0.59,0.08,1.44,1150436000.0
114,DOX,Technology,44.9,C-暂缓,10.0,14.894136,26.97,-0.32,0.91,否,经营现金流3Y为负,86.14,-0.32,0.91,-0.34,-9.27,,37.98,12.46,16.47,8.94,13.22,0.24,17.34,1.17,0.72,1.14,-3.54,749096000.0
115,DLB,Industrials,44.2,C-暂缓,8.0,26.187095,16.64,2.47,11.48,否,应收增速>营收,73.78,2.47,11.48,14.02,10.77,8.91,88.13,18.9,9.72,8.05,1.2,0.01,710.57,3.17,0.43,1.69,-0.15,472198000.0
116,KMB,Consumer Defensive,44.1,C-暂缓,6.0,18.693324,16.71,-6.58,1.48,否,ROE>40%,131.53,-6.58,1.48,0.53,-6.12,-13.37,36.01,12.29,134.55,12.01,42.67,4.86,9.02,0.75,0.98,0.81,-0.56,2777000000.0
117,BANF,Financial Services,43.9,C-暂缓,8.0,14.918404,20.34,7.4,7.61,否,应收增速>营收,138.77,7.4,7.61,8.03,28.87,,nan,34.84,12.98,1.69,0.66,0.05,,,0.05,0.98,0.67,285278000.0
118,OTEX,Technology,43.8,C-暂缓,7.0,9.728682,37.09,5.37,62.31,否,利润增长显著快于营收,39.9,5.37,62.31,8.92,3.24,,73.74,12.26,16.02,4.78,45.57,1.49,3.44,0.81,0.39,1.26,-3.67,1006817000.0
119,AGCO,Industrials,43.7,C-暂缓,0.0,15.549766,21.14,-7.29,-6.53,否,无,143.78,-7.29,-6.53,5.64,-4.03,-5.3,25.46,7.21,17.0,6.29,21.49,0.6,5.89,1.39,0.87,1.02,-0.89,988100000.0
120,TM,Consumer Cyclical,43.6,C-暂缓,8.0,9.048766,21.86,10.91,16.22,否,FCF/NI<70%,248.9,10.91,16.22,22.81,12.13,6.46,16.7,7.59,9.64,3.87,40.94,1.08,86.47,1.27,0.51,0.05,-1.32,5472920000000.0
121,YUMC,Consumer Cyclical,43.4,C-暂缓,7.0,16.558946,22.9,7.23,28.09,否,利润增长显著快于营收,58.39,7.23,28.09,1.23,14.07,1.65,17.28,7.87,17.27,8.48,21.72,0.44,,1.05,1.08,0.9,-5.45,1466000000.0
122,TROW,,43.4,C-暂缓,10.0,11.167686,,4.08,10.24,否,经营现金流3Y为负,,4.08,10.24,-9.42,7.54,,51.27,28.53,19.22,15.01,3.12,0.04,,10.57,0.53,0.71,-0.86,1753400000.0
123,AMX,Communication Services,43.3,C-暂缓,0.0,13.610395,18.55,3.77,2.83,否,无,28.46,3.77,2.83,6.53,6.57,5.66,62.1,8.78,22.87,4.61,41.07,2.04,2.81,0.74,0.53,1.71,-1.64,272399022000.0
124,DVA,Healthcare,43.0,C-暂缓,0.0,14.895301,27.0,5.53,10.04,否,无,247.49,5.53,10.04,6.44,4.24,13.75,32.25,5.47,-114.7,4.3,73.65,-19.77,3.32,1.29,0.78,1.75,-8.81,1886500000.0
125,TLK,Communication Services,42.8,C-暂缓,8.0,14.364914,38.01,-0.13,-5.52,否,应收增速>营收,23.52,-0.13,-5.52,,9.14,-7.65,67.12,11.92,13.44,6.05,26.2,0.58,6.86,0.83,0.51,2.18,-0.0,
126,WAL,Financial Services,42.3,C-暂缓,8.0,8.857245,19.23,11.81,-2.87,否,FCF/NI<70%,97.23,11.81,-2.87,nan,,,nan,27.89,12.66,1.12,6.98,0.85,,,0.04,-2.88,0.18,-2678900000.0
127,ALGN,Healthcare,41.7,C-暂缓,0.0,27.374334,21.38,2.61,4.31,否,无,200.44,2.61,4.31,1.42,8.62,-12.58,67.19,10.17,10.13,6.59,1.84,0.03,,1.36,0.65,1.2,-2.61,593223000.0
128,MS,,41.6,C-暂缓,0.0,17.354929,,,,否,无,,,,nan,13.46,,nan,nan,nan,nan,26.09,3.32,,,,nan,-1.87,-17889000000.0
129,TBBK,,41.4,C-暂缓,0.0,12.382596,,,,否,无,,,,30.36,,,nan,nan,nan,,,,,,,nan,,265009000.0
130,HON,Industrials,41.3,C-暂缓,0.0,8.449273,16.46,1.82,-1.62,否,无,260.28,1.82,-1.62,6.71,0.8,3.62,36.93,12.63,34.01,6.35,48.27,2.56,5.07,1.3,0.5,1.15,-1.64,6408000000.0
131,BURL,Consumer Cyclical,41.1,C-暂缓,15.0,24.52381,27.85,9.95,38.41,否,利润增长显著快于营收；FCF/NI<70%,378.33,9.95,38.41,27.34,13.99,3.54,43.92,5.27,33.76,6.53,60.54,3.32,12.49,1.23,1.24,0.24,-1.19,1231382000.0
132,ECG,,40.5,C-暂缓,0.0,23.238881,,,,否,无,,,,,10.27,7.11,nan,nan,nan,nan,21.52,0.59,,1.76,,nan,0.0,
133,AUGO,Basic Materials,40.4,C-暂缓,14.0,23.677871,23.38,32.9,nan,否,FCF/NI<70%；股数膨胀>2%,110.32,32.9,nan,46.85,19.14,39.17,58.03,-8.61,-29.86,-5.9,27.05,1.64,2.72,0.97,0.69,-1.58,5.11,305184000.0
134,TRNO,,40.4,C-暂缓,0.0,18.015571,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
135,BF.A,,40.3,C-暂缓,0.0,18.137255,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
136,JLL,,40.3,C-暂缓,0.0,18.079337,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
137,PLNT,,40.3,C-暂缓,0.0,18.144714,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
138,VBK,,40.3,C-暂缓,0.0,17.943648,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
139,TSCO,,40.3,C-暂缓,0.0,18.09057,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
140,OLLI,,40.3,C-暂缓,0.0,17.921231,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
141,OPCH,,40.3,C-暂缓,0.0,18.080624,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
142,FOXA,,40.3,C-暂缓,0.0,17.894796,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
143,GEN,,40.3,C-暂缓,0.0,18.103826,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
144,EWT,,40.3,C-暂缓,0.0,18.130718,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
145,FDX,,40.3,C-暂缓,0.0,17.839008,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
146,ATMU,Consumer Cyclical,40.2,C-暂缓,14.0,18.289108,28.23,4.14,6.77,否,ROE>40%；应收增速>营收,66.5,4.14,6.77,6.95,22.48,4.84,28.24,11.76,54.8,16.32,45.3,1.62,8.97,2.42,1.39,0.72,-0.72,202700000.0
147,BF.B,,40.2,C-暂缓,0.0,17.79085,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
148,PEG,,40.2,C-暂缓,0.0,18.203357,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
149,PRK,,40.2,C-暂缓,0.0,17.698247,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
150,IBN,,40.2,C-暂缓,0.0,18.262384,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
151,FFIN,,40.2,C-暂缓,0.0,17.773477,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
152,SNX,,40.2,C-暂缓,0.0,18.200149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
153,PLMR,,40.1,C-暂缓,0.0,17.683643,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
154,MUR,,40.1,C-暂缓,0.0,17.59932,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
155,NEE,,40.1,C-暂缓,0.0,18.392917,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
156,NGG,,40.1,C-暂缓,0.0,18.433173,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
157,GATX,,40.1,C-暂缓,0.0,17.580755,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
158,GPK,,40.1,C-暂缓,0.0,17.682654,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
159,ED,,40.1,C-暂缓,0.0,17.66138,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
160,ELV,,40.1,C-暂缓,0.0,17.551362,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
161,ES,,40.1,C-暂缓,0.0,18.345445,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
162,PEP,,40.0,C-暂缓,0.0,18.486439,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
163,PIPR,,40.0,C-暂缓,0.0,17.52825,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
164,WFRD,,40.0,C-暂缓,0.0,18.494549,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
165,FCN,,40.0,C-暂缓,0.0,18.524226,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
166,AMTM,Industrials,39.9,C-暂缓,14.0,24.440433,46.71,23.31,nan,否,应收增速>营收；股数膨胀>2%,38.11,23.31,nan,62.73,88.86,,10.51,0.46,1.47,0.56,36.36,0.93,1.33,1.32,1.23,7.82,16.68,543000000.0
167,OVV,,39.9,C-暂缓,0.0,18.680139,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
168,DG,,39.9,C-暂缓,0.0,17.379877,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
169,GNW,,39.9,C-暂缓,0.0,18.653055,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
170,POOL,,39.9,C-暂缓,0.0,17.332273,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
171,OGN,,39.9,C-暂缓,0.0,17.354083,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
172,ENVA,,39.9,C-暂缓,0.0,17.287847,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
173,BXSL,Financial Services,39.8,C-暂缓,14.0,19.546011,17.31,16.28,11.68,否,FCF/NI<70%；股数膨胀>2%,29.93,16.28,11.68,nan,,,nan,92.69,9.02,4.01,55.13,1.29,,,0.04,-0.81,13.09,-458657000.0
174,TDW,,39.8,C-暂缓,0.0,18.757448,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
175,VO,,39.8,C-暂缓,0.0,17.223494,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
176,VOYA,,39.8,C-暂缓,0.0,17.250303,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
177,UBER,,39.8,C-暂缓,0.0,17.191395,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
178,GOOG,,39.8,C-暂缓,0.0,17.193966,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
179,HBM,,39.8,C-暂缓,0.0,17.140292,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
180,EXEL,,39.8,C-暂缓,0.0,17.122642,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
181,BK,,39.7,C-暂缓,0.0,17.015968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
182,PNW,,39.7,C-暂缓,0.0,18.891025,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
183,HTLF,,39.7,C-暂缓,0.0,17.063329,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
184,STT,,39.7,C-暂缓,0.0,17.06144,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
185,WDC,,39.7,C-暂缓,0.0,18.922982,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
186,UMC,,39.7,C-暂缓,0.0,19.025352,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
187,OGS,,39.7,C-暂缓,0.0,17.052682,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
188,HAL,,39.7,C-暂缓,0.0,18.942408,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
189,ADEA,Technology,39.6,C-暂缓,10.0,23.59633,25.1,0.34,nan,否,经营现金流3Y为负,34.34,0.34,nan,-4.77,-21.18,nan,169.36,25.05,23.11,10.39,41.16,0.89,4.49,3.81,0.41,1.34,1.2,158086000.0
190,PLUS,,39.6,C-暂缓,0.0,19.048642,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
191,VC,,39.6,C-暂缓,0.0,19.045228,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
192,UBS,,39.6,C-暂缓,0.0,19.079097,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
193,EMN,,39.6,C-暂缓,0.0,19.057764,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
194,EPR,,39.6,C-暂缓,0.0,19.086557,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
195,FITB,,39.6,C-暂缓,0.0,19.145864,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
196,JAZZ,,39.5,C-暂缓,0.0,16.715857,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
197,FUL,,39.5,C-暂缓,0.0,16.712221,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
198,FRPT,,39.5,C-暂缓,0.0,19.248776,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
199,GBCI,,39.5,C-暂缓,0.0,19.19488,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
200,VG,Energy,39.4,C-暂缓,16.0,11.159889,19.52,28.77,10.84,否,应收增速>营收；FCF/NI<70%,17.62,28.77,10.84,21.05,69.06,113.49,50.17,18.37,37.52,5.22,65.3,5.18,3.31,0.93,0.28,-2.69,0.51,6566000000.0
201,LOW,Consumer Cyclical,39.4,C-暂缓,8.0,17.556962,29.01,-3.85,1.11,否,应收增速>营收,293.06,-3.85,1.11,4.72,1059.57,-2.27,33.48,7.71,-67.1,13.68,82.52,-4.51,6.73,1.08,1.77,1.15,-2.27,9864000000.0
202,KFY,,39.4,C-暂缓,0.0,16.528736,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
203,PAC,,39.4,C-暂缓,0.0,19.45177,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
204,ULTA,,39.4,C-暂缓,0.0,19.414732,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
205,FNF,,39.4,C-暂缓,0.0,16.6123,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
206,WSO,Industrials,39.3,C-暂缓,10.0,26.628824,32.3,-0.16,-6.15,否,经营现金流3Y为负,459.0,-0.16,-6.15,-0.14,2.14,0.39,28.05,6.87,17.87,11.18,10.85,0.17,140.77,4.12,1.63,1.08,1.5,569613000.0
207,NWN,,39.3,C-暂缓,0.0,16.396478,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
208,UPS,,39.3,C-暂缓,0.0,19.578067,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
209,NU,,39.3,C-暂缓,0.0,19.480458,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
210,NVR,,39.3,C-暂缓,0.0,16.515222,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
211,OHI,,39.3,C-暂缓,0.0,16.398154,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
212,OKE,,39.3,C-暂缓,0.0,16.382902,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
213,OTTR,,39.3,C-暂缓,0.0,19.615439,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
214,GEHC,,39.3,C-暂缓,0.0,16.525999,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
215,EDU,,39.3,C-暂缓,0.0,19.61,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
216,KNTK,,39.2,C-暂缓,0.0,19.651251,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
217,PHIN,,39.2,C-暂缓,0.0,19.73751,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
218,EGO,,39.2,C-暂缓,0.0,16.249096,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
219,EHC,,39.2,C-暂缓,0.0,19.686053,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
220,SNEX,,39.2,C-暂缓,0.0,16.352104,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
221,SNN,,39.2,C-暂缓,0.0,19.694273,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
222,WEX,,39.2,C-暂缓,0.0,19.639787,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
223,UFPI,,39.2,C-暂缓,0.0,19.74386,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
224,ONON,,39.2,C-暂缓,0.0,19.69212,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
225,HAYW,,39.2,C-暂缓,0.0,19.653078,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
226,EVR,,39.2,C-暂缓,0.0,16.344305,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
227,AFFS,,39.1,C-暂缓,0.0,16.123748,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
228,AFFT,,39.1,C-暂缓,0.0,16.123748,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
229,DRVN,Consumer Cyclical,39.1,C-暂缓,7.0,12.511576,36.83,-2.88,48.05,否,利润增长显著快于营收,19.74,-2.88,48.05,18.79,-9.81,-10.08,50.8,7.53,18.27,2.98,63.97,3.47,1.98,0.75,0.4,0.77,-0.58,330543000.0
230,JD,,39.1,C-暂缓,0.0,19.797438,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
231,PATK,,39.1,C-暂缓,0.0,19.862961,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
232,VFC,,39.1,C-暂缓,0.0,19.811594,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
233,HLNE,,39.1,C-暂缓,0.0,16.147895,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
234,ENS,,39.1,C-暂缓,0.0,19.877814,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
235,EXC,,39.1,C-暂缓,0.0,16.091575,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
236,FBNC,,39.1,C-暂缓,0.0,19.889812,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
237,SNA,,39.0,C-暂缓,0.0,19.990139,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
238,TTD,,39.0,C-暂缓,0.0,15.963335,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
239,NTRS,,39.0,C-暂缓,0.0,16.047251,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
240,NUE,,39.0,C-暂缓,0.0,19.992019,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
241,OLED,,39.0,C-暂缓,0.0,20.025934,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
242,FOX,,39.0,C-暂缓,0.0,16.037838,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
243,GBDC,,39.0,C-暂缓,0.0,19.974951,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
244,PEGA,,38.9,C-暂缓,0.0,20.12882,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
245,PFG,,38.9,C-暂缓,0.0,15.839364,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
246,SLYG,,38.9,C-暂缓,0.0,15.852159,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
247,OGE,,38.9,C-暂缓,0.0,20.141031,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
248,LEA,Consumer Cyclical,38.8,C-暂缓,0.0,11.625751,17.5,3.64,10.05,否,无,150.33,3.64,10.05,2.15,4.18,2.47,6.47,1.88,8.68,3.03,19.62,0.58,7.2,1.35,1.61,1.21,-5.0,1088800000.0
249,PAAS,,38.8,C-暂缓,0.0,15.740975,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
250,PAG,,38.8,C-暂缓,0.0,15.772649,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
251,POST,,38.8,C-暂缓,0.0,15.743427,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
252,PPL,,38.8,C-暂缓,0.0,20.225544,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
253,VB,,38.8,C-暂缓,0.0,15.696866,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
254,VDC,,38.8,C-暂缓,0.0,15.723549,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
255,TXT,,38.8,C-暂缓,0.0,15.66676,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
256,OMAB,,38.8,C-暂缓,0.0,15.656365,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
257,HDB,,38.8,C-暂缓,0.0,15.711368,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
258,FDS,,38.8,C-暂缓,0.0,20.343234,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
259,IXC,,38.7,C-暂缓,0.0,20.368553,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
260,PHG,,38.7,C-暂缓,0.0,20.467348,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
261,EPAM,,38.7,C-暂缓,0.0,15.532127,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
262,EXP,,38.7,C-暂缓,0.0,15.587153,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
263,EXPE,,38.7,C-暂缓,0.0,20.477433,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
264,FBK,,38.7,C-暂缓,0.0,15.520452,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
265,PNR,,38.6,C-暂缓,0.0,15.494048,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
266,MUSA,,38.6,C-暂缓,0.0,15.368729,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
267,SMFG,,38.6,C-暂缓,0.0,15.40107,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
268,STC,,38.6,C-暂缓,0.0,15.459467,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
269,JPM,,38.5,C-暂缓,0.0,15.301058,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
270,HTHT,,38.5,C-暂缓,0.0,20.72962,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
271,LMT,,38.5,C-暂缓,0.0,20.776759,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
272,LNG,,38.5,C-暂缓,0.0,20.759109,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
273,PTC,,38.5,C-暂缓,0.0,15.229283,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
274,VBR,,38.5,C-暂缓,0.0,20.752502,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
275,WES,,38.5,C-暂缓,0.0,15.242411,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
276,IBM,,38.4,C-暂缓,0.0,20.829235,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
277,MDU,,38.4,C-暂缓,0.0,20.864391,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
278,BEAV,,38.3,C-暂缓,0.0,20.931818,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
279,CTRA,,38.3,C-暂缓,0.0,15.00149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
280,PKX,,38.3,C-暂缓,0.0,20.946315,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
281,HST,,38.3,C-暂缓,0.0,14.977728,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
282,GEO,,38.3,C-暂缓,0.0,15.046377,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
283,HLN,,38.3,C-暂缓,0.0,21.041196,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
284,AKO.B,,38.2,C-暂缓,0.0,14.814755,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
285,JEF,,38.2,C-暂缓,0.0,14.924547,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
286,HSBC,,38.2,C-暂缓,0.0,14.79,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
287,MTH,,38.2,C-暂缓,0.0,14.8142,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
288,NTR,,38.2,C-暂缓,0.0,14.919357,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
289,PBH,,38.1,C-暂缓,0.0,14.676032,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
290,IGIB,,38.1,C-暂缓,0.0,14.731484,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
