代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
03355,3355.HK,Technology,36.64,148.64,21.616519,35.72,57.0,14.26,18.17,,,,27.85,16.08,816725000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06031,6031.HK,Industrials,18.72,134.97,18.052073,31.08,27.16,3.53,25.14,,,,9.52,14.27,19975261000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06656,6656.HK,Industrials,320.6,455.25,24.686225,52.08,669.0,1142.49,nan,,,,77.05,20.65,-199990000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06936,6936.HK,Industrials,32.64,149.82,13.300733,30.76,47.14,4.84,21.66,,,,11.19,21.2,27555275000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
07618,7618.HK,Consumer Cyclical,12.6,341.84,11.965812,26.62,17.17,19.22,nan,,,,20.64,0.04,2089421000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09973,9973.HK,Consumer Cyclical,25.54,601.47,7.040006,26.99,34.98,48.01,44.79,,,,37.47,7.73,20130000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02899,2899.HK,Basic Materials,36.76,2201.56,13.932152,21.75,46.98,8.9,37.21,,,,27.91,32.13,75429516296.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06862,6862.HK,Consumer Cyclical,11.43,637.11,13.106412,36.0,17.86,11.67,43.36,,,,40.44,26.87,5664189000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06886,6886.HK,Financial Services,16.57,284.85,7.619573,24.48,21.94,1.74,14.02,,,,7.92,28.16,-12601571386.35,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02588,2588.HK,Industrials,77.95,540.97,8.795113,15.23,91.95,4.01,239.83,,,,11.51,65.17,2938049000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02600,2600.HK,Basic Materials,8.08,318.68,8.104416,48.04,15.55,-6.07,44.6,,,,16.92,28.01,34092341000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02611,2611.HK,Financial Services,14.75,517.13,6.967407,20.4,18.53,21.35,34.19,,,,8.42,24.11,81138252377.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02618,2618.HK,Industrials,11.69,774.35,8.744278,30.25,16.76,16.48,nan,,,,12.16,18.02,18765124000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02688,2688.HK,Utilities,47.82,541.32,7.722953,35.2,73.8,0.56,0.21,,,,12.35,18.62,10433000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02689,2689.HK,Basic Materials,6.585,308.98,8.118033,33.95,9.97,-3.99,-52.13,,,,1.56,49.88,-794199000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
86618,86618.HK,,32.68,1049.35,16.767573,48.74,63.75,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89618,89618.HK,,98.55,2460.32,19.987567,25.06,131.5,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89988,89988.HK,,108.8,20862.4,19.717289,36.19,170.5,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02883,2883.HK,Energy,7.435,134.66,7.98501,36.67,11.74,12.14,17.66,,,,8.25,20.0,11289935638.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09618,9618.HK,Consumer Cyclical,114.5,2858.51,18.068487,20.38,143.8,7.76,23.67,,,,8.72,15.41,18991000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09636,9636.HK,Consumer Defensive,27.88,129.08,11.72009,66.83,84.05,22.85,26.02,,,,31.04,0.08,824247000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00010,0010.HK,Real Estate,12.87,175.24,12.302839,26.62,17.54,-1.63,-20.42,,,,1.39,23.33,6062000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01378,1378.HK,Basic Materials,22.4,2199.46,8.057006,45.84,41.36,7.22,37.53,,,,17.07,29.56,38995459000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01415,1415.HK,Technology,23.08,200.57,11.892201,46.4,43.06,46.37,32.68,,,,27.12,10.85,316306000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01428,1428.HK,Financial Services,7.45,126.43,18.860759,55.86,16.88,4.57,2.6,,,,30.86,51.4,-540421000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00856,0856.HK,Technology,9.375,134.06,9.599631,26.3,12.72,8.08,18.03,,,,13.35,21.48,1954632000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00857,0857.HK,Energy,10.03,2116.22,9.94919,17.92,12.22,-4.01,1.88,,,,9.92,12.51,412510000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00868,0868.HK,Basic Materials,9.11,403.3,11.898344,26.23,12.35,-2.87,-15.53,,,,7.41,10.09,5321500000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00883,0883.HK,Energy,24.66,10983.56,8.073597,20.4,30.98,-2.69,-4.85,,,,15.21,6.35,209042000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01128,1128.HK,Consumer Cyclical,5.88,309.58,18.967742,20.54,7.4,72.54,nan,,,,-12.07,110.76,7369391000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01133,1133.HK,Industrials,16.81,113.56,12.092703,41.79,28.88,22.86,200.1,,,,14.98,7.98,2284202514.81,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01138,1138.HK,Energy,15.64,202.69,13.719298,30.18,22.4,8.48,40.33,,,,8.7,38.48,7389147000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01258,1258.HK,Basic Materials,14.32,558.77,17.620724,24.83,19.05,-5.82,14.94,,,,16.26,1.88,938657000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01286,1286.HK,Industrials,8.595,167.34,20.303453,27.16,11.8,5.38,7.66,,,,12.96,25.89,1258721000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00659,0659.HK,Industrials,7.84,357.97,15.087049,18.08,9.57,-7.89,8.24,,,,5.87,19.75,2448700000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00688,0688.HK,Real Estate,14.15,1548.7,10.464869,15.27,16.7,-2.31,-18.29,,,,3.27,27.05,16733455000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00700,0700.HK,Communication Services,451.4,41090.94,15.283313,33.91,683.0,10.67,6.1,,,,19.48,,303052000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09992,9992.HK,Consumer Cyclical,153.7,2047.28,13.758678,54.77,339.8,42.66,54.09,,,,29.26,6.49,4954220000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09999,9999.HK,Communication Services,193.4,6171.39,15.664423,22.02,248.0,5.29,18.4,,,,21.06,3.04,50739800000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80016,80016.HK,,106.7,3091.93,15.558472,17.16,128.8,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80291,80291.HK,,17.64,572.24,20.801887,33.88,26.68,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80700,80700.HK,,387.6,35283.23,14.948513,38.03,625.5,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80883,80883.HK,,21.16,9424.66,8.067099,22.38,27.26,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81024,81024.HK,,28.82,1247.04,7.126607,66.01,84.8,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81299,81299.HK,,62.25,6441.01,14.698937,23.76,81.65,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81810,81810.HK,,23.94,6166.7,19.463193,56.39,54.9,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82020,82020.HK,,64.2,1795.67,13.212595,32.95,95.75,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82318,82318.HK,,46.4,3455.68,6.32756,29.75,66.05,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82331,82331.HK,,12.36,319.51,10.880282,39.65,20.48,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82333,82333.HK,,7.21,166.33,6.80831,59.1,17.63,,,,,,nan,,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03888,3888.HK,Communication Services,24.04,330.31,10.165964,37.07,38.2,8.23,nan,,,,7.7,0.09,2291620000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03898,3898.HK,Industrials,32.52,150.24,9.242007,30.63,46.88,17.1,17.03,,,,9.64,12.81,3361120915.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03899,3899.HK,Energy,7.77,164.02,12.005816,44.02,13.88,10.33,2.47,,,,9.35,11.71,1742844000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03931,3931.HK,Industrials,19.84,150.98,19.11368,49.52,39.3,29.65,28.74,,,,4.02,39.25,10160086000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03933,3933.HK,Healthcare,8.715,171.69,6.387779,51.5,17.97,5.24,9.68,,,,11.99,16.15,3749820000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03993,3993.HK,Basic Materials,16.72,657.68,12.655377,33.76,25.24,6.13,49.66,,,,24.67,16.1,32386655541.72,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00914,0914.HK,Basic Materials,17.38,224.2,10.082205,35.96,27.14,-14.49,-19.69,,,,4.22,10.42,16643907685.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00916,0916.HK,Utilities,5.42,179.83,8.919795,37.41,8.66,-8.79,-3.97,,,,6.03,49.68,21832566099.33,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00921,0921.HK,Consumer Cyclical,21.9,100.65,9.293122,20.31,27.48,5.86,30.46,,,,18.24,5.64,5796029180.51,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01157,1157.HK,Industrials,7.02,108.99,12.109832,34.21,10.67,7.77,28.2,,,,8.44,25.25,4873901652.93,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01171,1171.HK,Energy,12.54,511.07,11.262536,28.01,17.42,-13.63,-35.66,,,,8.97,29.48,19484794000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01193,1193.HK,Utilities,16.1,372.55,10.390422,31.14,23.38,1.19,-9.17,,,,8.03,17.7,6575111000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01299,1299.HK,Financial Services,72.75,7527.44,15.718488,21.05,92.15,nan,23.23,,,,14.42,4.25,6970000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01316,1316.HK,Consumer Cyclical,5.185,130.13,13.345118,41.74,8.9,6.09,20.7,,,,4.83,2.31,404933000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01908,1908.HK,Real Estate,16.1,372.88,8.940145,16.1,19.19,11.14,-9.55,,,,8.67,21.92,21961699000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01910,1910.HK,Consumer Cyclical,13.1,178.68,8.930723,40.4,21.98,6.7,-2.59,,,,18.06,45.91,506300000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01913,1913.HK,Consumer Cyclical,41.24,1055.26,14.532689,20.69,52.0,10.82,22.35,,,,18.34,43.75,1654258000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01928,1928.HK,Consumer Cyclical,14.48,1171.87,16.951034,35.64,22.5,66.76,nan,,,,63.95,67.14,2105000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01929,1929.HK,Consumer Cyclical,13.39,1321.06,14.823097,21.0,16.95,-0.1,18.7,,,,29.07,31.06,1317000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01024,1024.HK,Communication Services,33.64,1455.6,7.248973,63.67,92.6,14.88,nan,,,,23.4,21.25,26716000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01044,1044.HK,Consumer Defensive,22.7,262.19,8.741259,24.23,29.96,0.66,9.61,,,,11.65,36.5,3241140000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01651,1651.HK,Industrials,50.95,188.01,14.71147,31.29,74.15,8.6,23.63,,,,30.17,0.06,1064555000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02460,2460.HK,Consumer Defensive,7.51,180.09,16.460202,37.62,12.04,-4.48,-0.15,,,,9.18,0.28,1511086000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02507,2507.HK,Industrials,46.46,169.97,15.730511,36.36,73.0,14.85,16.39,,,,15.71,2.11,145997000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02518,2518.HK,Communication Services,42.64,199.25,15.720404,26.48,58.0,-2.4,-6.79,,,,6.83,0.15,889462000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02313,2313.HK,Consumer Cyclical,41.88,629.46,9.267931,42.63,73.0,3.71,8.48,,,,15.54,26.11,5549401000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02318,2318.HK,Financial Services,54.1,4029.14,6.439299,27.58,74.7,6.7,6.68,,,,13.47,10.35,658632000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02328,2328.HK,Financial Services,15.53,1071.46,7.337754,21.61,19.81,7.83,11.45,,,,14.12,1.53,43048000000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02331,2331.HK,Consumer Cyclical,14.46,373.79,10.922599,38.26,23.42,4.68,-10.27,,,,10.63,5.45,4851532000.0,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02333,2333.HK,Consumer Cyclical,8.445,194.83,6.849678,57.48,19.86,17.75,6.07,,,,11.22,22.26,17753789028.71,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02338,2338.HK,Consumer Cyclical,32.1,623.7,21.014817,29.36,45.44,9.79,30.62,,,,11.73,10.75,28681522296.05,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03668,3668.HK,Energy,32.36,427.15,18.717688,34.07,49.08,-18.33,-50.31,,,,4.87,0.69,,2026-08-20,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
