代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
01128,1128.HK,Consumer Cyclical,5.44,286.42,17.548387,26.49,7.4,72.54,nan,,,,-12.07,110.76,7369391000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01133,1133.HK,Industrials,16.23,109.65,12.234458,43.8,28.88,22.86,200.1,,,,14.98,7.98,2284202514.81,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01138,1138.HK,Energy,13.26,171.85,11.631579,40.8,22.4,8.48,40.33,,,,8.7,38.48,7389147000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01258,1258.HK,Basic Materials,14.44,563.45,17.904948,24.2,19.05,-5.82,14.94,,,,16.26,1.88,938657000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01286,1286.HK,Industrials,7.36,143.3,19.116883,37.63,11.8,5.38,7.66,,,,12.96,25.89,1258721000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00659,0659.HK,Industrials,8.06,368.02,15.51041,15.78,9.57,-7.89,8.24,,,,5.87,19.75,2448700000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00688,0688.HK,Real Estate,13.28,1453.48,10.29167,20.48,16.7,-2.31,-18.29,,,,3.27,27.05,16733455000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09992,9992.HK,Consumer Cyclical,160.9,2143.19,14.506195,52.65,339.8,42.66,54.09,,,,29.26,6.49,4954220000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80016,80016.HK,,104.1,3016.59,15.179353,19.18,128.8,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80291,80291.HK,,20.44,663.07,19.672762,23.39,26.68,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80700,80700.HK,,375.8,34171.49,14.5738,39.92,625.5,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80883,80883.HK,,20.3,9041.62,7.73923,25.53,27.26,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81024,81024.HK,,36.32,1576.65,8.981207,57.17,84.8,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81299,81299.HK,,67.6,6994.57,15.96222,17.21,81.65,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81810,81810.HK,,23.14,5979.61,16.865889,57.85,54.9,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82020,82020.HK,,65.5,1832.04,13.48014,31.59,95.75,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82318,82318.HK,,49.02,3650.8,6.684849,25.78,66.05,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82331,82331.HK,,12.4,320.54,10.915493,39.45,20.48,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82333,82333.HK,,7.67,177.02,7.242682,56.49,17.63,,,,,,nan,,,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03888,3888.HK,Communication Services,23.98,331.4,10.213107,37.23,38.2,8.23,nan,,,,7.7,0.09,2291620000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03898,3898.HK,Industrials,33.32,153.94,9.537078,28.92,46.88,17.1,17.03,,,,9.64,12.81,3361120915.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03899,3899.HK,Energy,7.68,162.12,12.434911,44.67,13.88,10.33,2.47,,,,9.35,11.71,1742844000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03931,3931.HK,Industrials,16.66,126.78,16.050096,57.61,39.3,29.65,28.74,,,,4.02,39.25,10160086000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03933,3933.HK,Healthcare,9.09,179.07,6.710285,49.44,17.98,5.24,9.68,,,,11.99,16.15,3749820000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03993,3993.HK,Basic Materials,16.82,661.61,13.060598,33.36,25.24,6.13,49.66,,,,24.67,16.1,32386655541.72,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00914,0914.HK,Basic Materials,17.98,232.12,10.700247,33.75,27.14,-14.49,-19.69,,,,4.22,10.42,16643907685.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00916,0916.HK,Utilities,5.7,189.12,9.623404,34.18,8.66,-8.79,-3.97,,,,6.03,49.68,21832566099.33,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00921,0921.HK,Consumer Cyclical,22.16,101.85,8.625347,19.36,27.48,5.86,30.46,,,,18.24,5.64,5796029180.51,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01157,1157.HK,Industrials,7.54,117.06,13.343527,29.33,10.67,7.77,28.2,,,,8.44,25.25,4873901652.93,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01171,1171.HK,Energy,11.78,480.09,10.655616,32.38,17.42,-13.63,-35.66,,,,8.97,29.48,19484794000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01193,1193.HK,Utilities,16.0,370.24,10.325885,31.57,23.38,1.19,-9.17,,,,8.03,17.7,6575111000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01299,1299.HK,Financial Services,78.1,8081.01,16.877462,15.25,92.15,nan,23.23,,,,14.42,4.25,6970000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01024,1024.HK,Communication Services,42.1,1827.56,9.136866,54.54,92.6,14.88,nan,,,,23.4,21.25,26716000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01044,1044.HK,Consumer Defensive,23.18,267.73,8.989927,22.63,29.96,0.66,9.61,,,,11.65,36.5,3241140000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01908,1908.HK,Real Estate,14.78,342.3,8.265854,22.98,19.19,11.14,-9.55,,,,8.67,21.92,21961699000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01910,1910.HK,Consumer Cyclical,13.69,186.73,8.922429,37.72,21.98,6.7,-2.59,,,,18.06,45.91,506300000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01913,1913.HK,Consumer Cyclical,38.7,990.26,12.719209,25.58,52.0,10.82,22.35,,,,18.34,43.75,1654258000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01928,1928.HK,Consumer Cyclical,13.98,1131.4,16.224101,37.87,22.5,66.76,nan,,,,63.95,67.14,2105000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01929,1929.HK,Consumer Cyclical,12.22,1205.63,13.527875,27.91,16.95,-0.1,18.7,,,,29.07,31.06,1317000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01651,1651.HK,Industrials,56.75,209.41,16.50336,23.47,74.15,8.6,23.63,,,,30.17,0.06,1064555000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02460,2460.HK,Consumer Defensive,7.44,178.41,16.306778,44.81,13.48,-4.48,-0.15,,,,9.18,0.28,1511086000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02507,2507.HK,Industrials,39.1,143.04,13.238548,48.89,76.5,14.85,16.39,,,,15.71,2.11,145997000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02518,2518.HK,Communication Services,41.7,194.86,15.771785,28.1,58.0,-2.4,-6.79,,,,6.83,0.15,889462000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00012,0012.HK,Real Estate,27.52,1332.24,24.140351,22.83,35.66,0.25,-15.1,,,,1.75,14.78,12325000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00016,0016.HK,Real Estate,120.7,3497.62,15.897554,18.88,148.8,-4.1,-13.68,,,,3.14,15.85,24516000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00027,0027.HK,Consumer Cyclical,31.62,1384.64,12.980296,28.49,44.22,62.51,nan,,,,12.84,2.04,14253563000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00101,0101.HK,Real Estate,7.3,379.82,21.037464,29.13,10.3,-1.3,-22.21,,,,1.34,24.17,5864000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00135,0135.HK,Energy,7.07,610.71,9.890443,19.93,8.83,4.1,0.75,,,,7.89,14.86,12430000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00144,0144.HK,Industrials,14.97,628.44,9.73342,16.13,17.85,2.1,-6.71,,,,5.89,20.44,9472000000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00148,0148.HK,Industrials,46.64,523.3,11.745152,69.28,151.8,-2.78,6.39,,,,6.81,21.95,4738794000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00152,0152.HK,Industrials,6.09,149.27,6.619565,34.52,9.3,1.72,18.64,,,,6.32,46.6,4514865000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00175,0175.HK,Consumer Cyclical,19.06,2055.62,11.691077,25.6,25.62,32.63,47.42,,,,18.24,15.05,47274244000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00179,0179.HK,Consumer Cyclical,17.26,161.21,10.194639,62.3,45.78,0.04,8.6,,,,7.12,8.94,471090000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00189,0189.HK,Basic Materials,12.44,215.55,11.40985,47.6,23.74,-10.51,-24.77,,,,11.42,0.14,3706493000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00220,0220.HK,Consumer Defensive,7.27,313.99,13.228515,27.45,10.02,3.92,18.82,,,,15.07,4.41,3284365000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00636,0636.HK,Industrials,5.97,107.88,7.653846,39.02,9.79,-11.88,-26.59,,,,7.99,26.33,2919112000.0,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01776,1776.HK,Financial Services,17.19,330.22,7.766469,19.67,21.4,12.11,20.0,,,,8.78,26.19,-27780960722.97,2026-07-24,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
