代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
02259,2259.HK,Basic Materials,117.7,3149.65,20.013603,56.08,268.0,43.6,105.82,,,,19.12,5.2,2402470000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02788,2788.HK,Basic Materials,15.99,331.79,9.461766,52.92,33.96,11.46,45.79,,,,28.38,44.41,4925305000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02921,2921.HK,,42.22,494.44,17.466035,,,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02997,2997.HK,,52.7,280.89,15.316867,,,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03355,3355.HK,Technology,31.0,125.76,18.289086,45.61,57.0,14.26,18.17,,,,27.85,16.08,816725000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06031,6031.HK,Industrials,21.2,152.85,20.443587,21.94,27.16,3.53,25.14,,,,9.52,14.27,19975261000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06656,6656.HK,Industrials,272.4,386.81,20.974821,59.28,669.0,1142.49,nan,,,,77.05,20.65,-199990000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06936,6936.HK,Industrials,33.82,155.23,13.781581,28.26,47.14,4.84,21.66,,,,11.19,21.2,27555275000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
07618,7618.HK,Consumer Cyclical,13.88,376.56,14.70339,19.16,17.17,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09973,9973.HK,Consumer Cyclical,26.74,629.73,7.232069,23.56,34.98,48.01,44.79,,,,37.47,7.73,20130000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02899,2899.HK,Basic Materials,32.7,1958.4,12.714192,30.4,46.98,8.9,37.21,,,,27.91,32.13,75429516296.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02883,2883.HK,Energy,7.15,129.5,7.877685,39.1,11.74,12.14,17.66,,,,8.25,20.0,11289935638.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09636,9636.HK,Consumer Defensive,30.68,142.36,13.514627,63.5,84.05,22.85,26.02,,,,31.04,0.08,824247000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02600,2600.HK,Basic Materials,8.33,328.54,8.57144,46.43,15.55,-6.07,44.6,,,,16.92,28.01,34092341000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02611,2611.HK,Financial Services,15.1,529.37,10.606613,18.64,18.56,21.35,34.19,,,,8.42,24.11,81138252377.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02688,2688.HK,Utilities,46.7,528.64,7.591682,36.72,73.8,0.56,0.21,,,,12.35,18.62,10433000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02689,2689.HK,Basic Materials,7.76,364.12,10.024609,22.17,9.97,-3.99,-52.13,,,,1.56,49.88,-794199000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
86618,86618.HK,,34.54,1109.08,20.559524,45.82,63.75,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89618,89618.HK,,109.2,2726.2,23.948529,16.96,131.5,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89988,89988.HK,,98.2,18831.81,17.796303,42.4,170.5,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00010,0010.HK,Real Estate,13.8,187.9,13.715581,21.32,17.54,-1.63,-20.42,,,,1.39,23.33,6062000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01378,1378.HK,Basic Materials,23.8,2336.92,8.970428,42.46,41.36,7.22,37.53,,,,17.07,29.56,38995459000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01415,1415.HK,Technology,21.2,184.44,12.232112,50.77,43.06,46.37,32.68,,,,27.12,10.85,316306000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01428,1428.HK,Financial Services,6.39,108.44,16.177215,62.14,16.88,4.57,2.6,,,,30.86,51.4,-540421000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06862,6862.HK,Consumer Cyclical,11.96,666.65,14.370751,33.03,17.86,11.67,43.36,,,,40.44,26.87,5664189000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06886,6886.HK,Financial Services,17.05,293.1,8.043234,22.29,21.94,1.74,14.02,,,,7.92,28.16,-12601571386.35,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00856,0856.HK,Technology,8.95,127.98,9.164448,29.64,12.72,8.08,18.03,,,,13.35,21.48,1954632000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00857,0857.HK,Energy,9.93,2095.12,9.914785,18.74,12.22,-4.01,1.88,,,,9.92,12.51,412510000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00868,0868.HK,Basic Materials,9.31,411.87,13.426381,24.62,12.35,-2.87,-15.53,,,,7.41,10.09,5321500000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01128,1128.HK,Consumer Cyclical,5.75,302.74,18.548387,22.3,7.4,72.54,nan,,,,-12.07,110.76,7369391000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01133,1133.HK,Industrials,15.58,105.25,11.744477,46.05,28.88,22.86,200.1,,,,14.98,7.98,2284202514.81,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01138,1138.HK,Energy,13.7,177.55,12.017544,38.84,22.4,8.48,40.33,,,,8.7,38.48,7389147000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01258,1258.HK,Basic Materials,14.4,561.89,17.855349,24.41,19.05,-5.82,14.94,,,,16.26,1.88,938657000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01286,1286.HK,Industrials,7.07,137.65,18.363636,40.08,11.8,5.38,7.66,,,,12.96,25.89,1258721000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00659,0659.HK,Industrials,8.12,370.76,15.625872,15.15,9.57,-7.89,8.24,,,,5.87,19.75,2448700000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00688,0688.HK,Real Estate,13.72,1501.64,10.632659,17.84,16.7,-2.31,-18.29,,,,3.27,27.05,16733455000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09992,9992.HK,Consumer Cyclical,166.4,2216.45,14.993514,51.03,339.8,42.66,54.09,,,,29.26,6.49,4954220000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80016,80016.HK,,104.4,3025.28,15.223097,18.94,128.8,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80291,80291.HK,,21.14,685.78,20.346487,20.76,26.68,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80700,80700.HK,,402.8,36626.6,15.62088,35.6,625.5,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80883,80883.HK,,20.26,9023.8,7.72398,25.68,27.26,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80992,80992.HK,,19.88,2466.05,21.114835,15.4,23.5,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81024,81024.HK,,37.0,1600.99,9.149357,56.37,84.8,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81299,81299.HK,,67.4,6973.88,15.914994,17.45,81.65,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81810,81810.HK,,27.5,7106.27,20.043732,49.91,54.9,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82020,82020.HK,,68.85,1925.73,14.169582,28.09,95.75,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82318,82318.HK,,49.92,3717.83,6.807582,24.42,66.05,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82331,82331.HK,,13.14,339.67,11.566901,35.84,20.48,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82333,82333.HK,,7.95,183.49,7.507082,54.91,17.63,,,,,,nan,,,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03888,3888.HK,Communication Services,25.66,354.62,10.922399,32.83,38.2,8.23,nan,,,,7.7,0.09,2291620000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03898,3898.HK,Industrials,33.68,155.6,9.634632,28.16,46.88,17.1,17.03,,,,9.64,12.81,3361120915.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03899,3899.HK,Energy,7.84,165.5,12.693972,43.52,13.88,10.33,2.47,,,,9.35,11.71,1742844000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03931,3931.HK,Industrials,16.87,128.38,16.252408,57.07,39.3,29.65,28.74,,,,4.02,39.25,10160086000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03933,3933.HK,Healthcare,9.19,181.04,6.780243,48.89,17.98,5.24,9.68,,,,11.99,16.15,3749820000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03993,3993.HK,Basic Materials,16.46,647.45,12.781061,34.79,25.24,6.13,49.66,,,,24.67,16.1,32386655541.72,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00914,0914.HK,Basic Materials,18.76,242.0,10.954332,30.88,27.14,-14.49,-19.69,,,,4.22,10.42,16643907685.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00916,0916.HK,Utilities,5.78,191.77,9.758469,33.26,8.66,-8.79,-3.97,,,,6.03,49.68,21832566099.33,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01157,1157.HK,Industrials,7.62,118.3,13.485103,28.58,10.67,7.77,28.2,,,,8.44,25.25,4873901652.93,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01171,1171.HK,Energy,11.99,488.65,10.839397,31.17,17.42,-13.63,-35.66,,,,8.97,29.48,19484794000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01193,1193.HK,Utilities,16.78,388.29,10.829272,28.23,23.38,1.19,-9.17,,,,8.03,17.7,6575111000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01299,1299.HK,Financial Services,78.15,8086.18,16.88734,15.19,92.15,nan,23.23,,,,14.42,4.25,6970000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00992,0992.HK,Technology,22.98,2850.59,19.023179,16.19,27.42,10.28,5.95,,,,25.04,9.03,4023705000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01024,1024.HK,Communication Services,42.8,1851.96,9.283496,53.78,92.6,14.88,nan,,,,23.4,21.25,26716000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01044,1044.HK,Consumer Defensive,25.36,292.91,9.8298,15.35,29.96,0.66,9.61,,,,11.65,36.5,3241140000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01908,1908.HK,Real Estate,15.61,361.53,8.725069,18.66,19.19,11.14,-9.55,,,,8.67,21.92,21961699000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01910,1910.HK,Consumer Cyclical,13.94,190.14,9.084867,36.58,21.98,6.7,-2.59,,,,18.06,45.91,506300000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01913,1913.HK,Consumer Cyclical,38.48,984.64,12.646904,26.0,52.0,10.82,22.35,,,,18.34,43.75,1654258000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01928,1928.HK,Consumer Cyclical,14.97,1211.52,17.373019,33.47,22.5,66.76,nan,,,,63.95,67.14,2105000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01929,1929.HK,Consumer Cyclical,12.1,1193.79,13.395032,28.61,16.95,-0.1,18.7,,,,29.07,31.06,1317000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01651,1651.HK,Industrials,51.6,190.4,14.997155,30.41,74.15,8.6,23.63,,,,30.17,0.06,1064555000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02460,2460.HK,Consumer Defensive,7.97,191.12,17.468417,33.8,12.04,-4.48,-0.15,,,,9.18,0.28,1511086000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02507,2507.HK,Industrials,43.82,160.31,14.836655,42.72,76.5,14.85,16.39,,,,15.71,2.11,145997000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02518,2518.HK,Communication Services,44.16,206.35,16.702207,23.86,58.0,-2.4,-6.79,,,,6.83,0.15,889462000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00135,0135.HK,Energy,7.21,622.8,10.080551,18.35,8.83,4.1,0.75,,,,7.89,14.86,12430000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00148,0148.HK,Industrials,41.56,466.3,10.465878,72.62,151.8,-2.78,6.39,,,,6.81,21.95,4738794000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00152,0152.HK,Industrials,6.19,151.72,6.728261,33.44,9.3,1.72,18.64,,,,6.32,46.6,4514865000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00175,0175.HK,Consumer Cyclical,20.3,2189.36,12.444582,20.77,25.62,32.63,47.42,,,,18.24,15.05,47274244000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00179,0179.HK,Consumer Cyclical,17.48,163.26,10.324016,61.82,45.78,0.04,8.6,,,,7.12,8.94,471090000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00189,0189.HK,Basic Materials,11.86,205.5,10.87788,50.04,23.74,-10.51,-24.77,,,,11.42,0.14,3706493000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00220,0220.HK,Consumer Defensive,7.69,332.13,13.984781,23.25,10.02,3.92,18.82,,,,15.07,4.41,3284365000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00636,0636.HK,Industrials,5.97,107.88,7.653846,39.02,9.79,-11.88,-26.59,,,,7.99,26.33,2919112000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01776,1776.HK,Financial Services,17.2,330.41,7.770987,19.63,21.4,12.11,20.0,,,,8.78,26.19,-27780960722.97,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01787,1787.HK,Basic Materials,19.92,198.3,15.722178,63.42,54.45,27.51,56.03,,,,10.56,38.48,21492754843.56,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01810,1810.HK,Technology,31.88,8238.11,20.721561,46.78,59.9,17.76,156.28,,,,15.64,8.23,34142377000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01818,1818.HK,Basic Materials,20.9,602.25,16.341517,50.66,42.36,18.97,250.49,,,,6.85,37.43,2597165000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01836,1836.HK,Consumer Cyclical,14.41,121.62,11.351185,17.04,17.37,-1.25,5.34,,,,12.58,1.13,194736000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01866,1866.HK,Basic Materials,9.1,116.03,10.473595,29.89,12.98,3.19,-11.09,,,,9.56,43.07,3376765000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01876,1876.HK,Consumer Defensive,6.93,917.74,24.521425,26.43,9.42,-3.82,-18.79,,,,4.77,1.88,951000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01882,1882.HK,Industrials,20.84,332.61,9.054114,20.46,26.2,12.94,13.38,,,,14.32,9.12,3479819000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02313,2313.HK,Consumer Cyclical,44.78,673.04,10.384146,38.66,73.0,3.71,8.48,,,,15.54,26.11,5549401000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02318,2318.HK,Financial Services,57.95,4315.87,6.942918,22.42,74.7,6.7,6.68,,,,13.47,10.35,658632000000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02331,2331.HK,Consumer Cyclical,15.27,394.73,12.086692,34.8,23.42,4.68,-10.27,,,,10.63,5.45,4851532000.0,2026-07-29,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
