二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
107,MKL,Financial Services,48.2,C-暂缓,0.0,10.020255,17.76,11.4,nan,否,无,2207.59,11.4,nan,0.63,17.66,,nan,12.9,11.33,3.22,6.25,0.23,14.27,,0.25,1.21,-2.11,2761256000.0
108,BDC,Technology,47.6,C-暂缓,0.0,19.162992,26.19,1.37,-2.3,否,无,159.99,1.37,-2.3,8.05,1.69,5.61,37.98,8.75,18.78,6.91,39.57,1.11,6.76,1.93,0.79,0.92,-3.12,354864000.0
109,CSL,Industrials,47.3,C-暂缓,6.0,21.026059,15.52,-2.7,-7.11,否,ROE>40%,432.91,-2.7,-7.11,3.25,-1.18,-4.77,35.71,14.76,41.26,12.26,46.01,1.6,13.09,3.09,0.83,1.31,-6.96,1101800000.0
110,TMUS,Communication Services,47.1,C-暂缓,7.0,18.828319,30.56,3.53,61.9,否,利润增长显著快于营收,258.66,3.53,61.9,18.54,3.12,8.48,62.89,12.45,18.57,5.15,55.77,2.07,4.78,1.0,0.41,1.4,-3.56,27950000000.0
111,MGY,Energy,46.7,C-暂缓,10.0,11.547395,19.32,-8.18,-28.61,否,经营现金流3Y为负,32.76,-8.18,-28.61,-12.17,-11.96,,47.29,24.79,16.77,11.36,14.17,0.21,20.31,1.54,0.46,1.26,-1.91,878639000.0
112,MKC,Consumer Defensive,46.7,C-暂缓,0.0,9.167811,23.91,2.51,5.0,否,无,72.41,2.51,5.0,13.88,3.11,-1.72,37.9,11.54,13.76,6.01,31.54,0.73,5.65,0.7,0.52,0.94,0.05,962200000.0
113,WMS,Industrials,46.4,C-暂缓,0.0,24.511677,21.11,-0.23,-5.61,否,无,179.31,-0.23,-5.61,4.99,5.13,5.41,38.27,13.98,22.07,10.41,39.8,0.93,6.96,2.42,0.74,1.33,-0.75,819054000.0
114,HBM,,46.2,C-暂缓,29.0,17.549927,,14.8,100.64,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%；股数膨胀>2%,,14.8,100.64,13.18,59.9,8.72,33.61,25.71,17.6,9.71,17.11,0.33,11.18,0.95,0.38,0.42,14.84,707300000.0
115,AMRZ,Basic Materials,46.1,C-暂缓,0.0,20.070746,32.15,3.28,2.26,否,无,65.94,3.28,2.26,3.56,3.77,8.09,25.68,10.03,8.94,4.93,26.16,0.48,4.62,1.64,0.49,1.2,0.02,2208000000.0
116,TME,Communication Services,45.8,C-暂缓,15.0,10.440878,67.04,5.1,44.33,否,利润增长显著快于营收；应收增速>营收,26.7,5.1,44.33,11.0,13.49,43.07,44.18,33.6,13.77,11.46,3.72,0.05,109.83,2.22,0.34,0.82,-3.34,10231000000.0
117,MGM,Consumer Cyclical,45.5,C-暂缓,0.0,27.200955,15.76,10.14,-48.11,否,无,51.59,10.14,-48.11,12.93,9.63,-0.41,44.42,1.17,8.47,0.49,75.83,12.91,1.67,1.23,0.42,7.09,-12.0,2529378000.0
118,OTIS,Industrials,45.4,C-暂缓,0.0,18.596078,23.48,1.79,3.37,否,无,94.56,1.79,3.37,0.76,4.51,-0.22,30.28,9.59,-25.67,12.6,79.89,-1.58,,0.85,1.31,1.04,-2.05,1596000000.0
119,AEO,Consumer Cyclical,45.3,C-暂缓,0.0,10.922657,38.19,3.59,15.33,否,无,28.46,3.59,15.33,3.94,2.18,6.26,36.51,3.46,11.34,4.9,42.41,1.0,22.93,1.51,1.42,1.02,-4.68,456182000.0
120,AGO,Financial Services,45.3,C-暂缓,15.0,10.063678,17.85,14.43,59.48,否,利润增长显著快于营收；FCF/NI<70%,92.4,14.43,59.48,nan,9.13,,nan,49.07,8.88,4.18,13.99,0.3,8.44,,0.09,0.51,-8.52,259000000.0
121,DOX,Technology,45.2,C-暂缓,10.0,14.737879,28.65,-0.32,0.91,否,经营现金流3Y为负,87.25,-0.32,0.91,-0.34,-9.27,,37.98,12.46,16.47,8.94,13.22,0.24,17.34,1.17,0.72,1.14,-3.54,749096000.0
122,CPA,Industrials,44.6,C-暂缓,8.0,8.698289,17.45,6.86,24.5,否,FCF/NI<70%,160.47,6.86,24.5,14.89,14.56,16.65,35.56,18.56,24.2,10.9,35.01,0.83,8.88,1.31,0.59,0.08,1.44,1150436000.0
123,GOOG,,44.3,C-暂缓,0.0,17.004415,,,,否,无,,,,,16.03,128.21,nan,nan,nan,nan,9.96,0.14,,2.01,,nan,-2.01,
124,OTEX,Technology,44.1,C-暂缓,7.0,9.430233,39.02,5.37,62.31,否,利润增长显著快于营收,39.9,5.37,62.31,8.92,3.24,,73.74,12.26,16.02,4.78,45.57,1.49,3.44,0.81,0.39,1.26,-3.67,1006817000.0
125,KMB,Consumer Defensive,43.9,C-暂缓,6.0,18.828127,16.11,-6.58,1.48,否,ROE>40%,131.53,-6.58,1.48,0.53,-6.12,-13.37,36.01,12.29,134.55,12.01,42.67,4.86,9.02,0.75,0.98,0.81,-0.56,2777000000.0
126,AGCO,Industrials,43.8,C-暂缓,0.0,15.298809,22.41,-7.29,-6.53,否,无,143.78,-7.29,-6.53,5.64,-4.03,-5.3,25.46,7.21,17.0,6.29,21.49,0.6,5.89,1.39,0.87,1.02,-0.89,988100000.0
127,BANF,Financial Services,43.8,C-暂缓,8.0,15.087088,19.44,7.4,7.61,否,应收增速>营收,138.77,7.4,7.61,8.03,28.87,,nan,34.84,12.98,1.69,0.66,0.05,,,0.05,0.98,0.67,285278000.0
128,TM,Consumer Cyclical,43.8,C-暂缓,8.0,8.925932,22.92,10.91,16.22,否,FCF/NI<70%,248.9,10.91,16.22,22.81,12.13,6.46,16.7,7.59,9.64,3.87,40.94,1.08,86.47,1.27,0.51,0.05,-1.32,5472920000000.0
129,DVA,Healthcare,43.1,C-暂缓,0.0,14.843364,27.25,5.53,10.04,否,无,247.49,5.53,10.04,6.44,4.24,13.75,32.25,5.47,-114.7,4.3,73.65,-19.77,3.32,1.29,0.78,1.75,-8.81,1886500000.0
130,AMX,Communication Services,43.0,C-暂缓,0.0,13.868746,17.01,3.77,2.83,否,无,28.46,3.77,2.83,6.53,6.57,5.66,62.1,8.78,22.87,4.61,41.07,2.04,2.81,0.74,0.53,1.71,-1.64,272399022000.0
131,YUMC,Consumer Cyclical,42.9,C-暂缓,7.0,17.353423,19.2,7.23,28.09,否,利润增长显著快于营收,58.39,7.23,28.09,1.23,14.07,1.65,17.28,7.87,17.27,8.48,21.72,0.44,,1.05,1.08,0.9,-5.45,1466000000.0
132,LW,Consumer Defensive,42.8,C-暂缓,0.0,26.567308,17.61,7.31,-34.0,否,无,67.07,7.31,-34.0,7.37,2.47,1.29,20.56,4.39,15.89,3.93,53.43,2.16,3.27,1.42,0.9,1.86,-1.92,942900000.0
133,TLK,Communication Services,42.7,C-暂缓,8.0,14.492996,37.46,-0.13,-5.52,否,应收增速>营收,23.52,-0.13,-5.52,,9.14,-7.65,67.12,11.92,13.44,6.05,26.2,0.58,6.86,0.83,0.51,2.18,-0.0,
134,WAL,Financial Services,42.1,C-暂缓,8.0,8.977928,18.13,11.81,-2.87,否,FCF/NI<70%,97.23,11.81,-2.87,nan,,,nan,27.89,12.66,1.12,6.98,0.85,,,0.04,-2.88,0.18,-2678900000.0
135,ALGN,Healthcare,41.3,C-暂缓,0.0,27.645333,20.6,2.61,4.31,否,无,200.44,2.61,4.31,1.42,8.62,-12.58,67.19,10.17,10.13,6.59,1.84,0.03,,1.36,0.65,1.2,-2.61,593223000.0
136,ECG,,41.2,C-暂缓,0.0,24.333255,29.37,,,否,无,171.58,,,nan,10.27,7.11,nan,nan,nan,nan,21.52,0.59,,1.76,,nan,0.0,156845000.0
137,ED,,41.1,C-暂缓,0.0,17.753392,,,,否,无,,,,,5.62,2.51,nan,nan,nan,nan,38.04,1.17,,1.02,,nan,0.58,
138,HON,Industrials,41.0,C-暂缓,0.0,8.575179,15.22,1.82,-1.62,否,无,260.28,1.82,-1.62,6.71,0.8,3.62,36.93,12.63,34.01,6.35,48.27,2.56,5.07,1.3,0.5,1.15,-1.64,6408000000.0
139,TDW,,40.4,C-暂缓,0.0,17.985845,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
140,PLNT,,40.3,C-暂缓,0.0,18.131105,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
141,FFIN,,40.3,C-暂缓,0.0,17.922521,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
142,ELV,,40.3,C-暂缓,0.0,17.912241,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
143,HAL,,40.3,C-暂缓,0.0,18.031414,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
144,EWT,,40.3,C-暂缓,0.0,17.876989,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
145,FDX,,40.3,C-暂缓,0.0,18.114507,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
146,PLMR,,40.2,C-暂缓,0.0,17.709168,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
147,PRK,,40.2,C-暂缓,0.0,17.825097,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
148,SNX,,40.2,C-暂缓,0.0,18.286145,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
149,VBK,,40.2,C-暂缓,0.0,18.169066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
150,TRNO,,40.2,C-暂缓,0.0,18.280705,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
151,TSCO,,40.2,C-暂缓,0.0,18.241672,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
152,UMC,,40.2,C-暂缓,0.0,18.294717,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
153,OPCH,,40.2,C-暂缓,0.0,18.186536,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
154,FOXA,,40.2,C-暂缓,0.0,18.203417,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
155,FCN,,40.2,C-暂缓,0.0,18.304933,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
156,BF.B,,40.1,C-暂缓,0.0,18.346405,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
157,PEG,,40.1,C-暂缓,0.0,18.412276,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
158,IBN,,40.1,C-暂缓,0.0,18.427406,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
159,OLLI,,40.1,C-暂缓,0.0,18.379037,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
160,GATX,,40.1,C-暂缓,0.0,17.668857,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
161,ENVA,,40.1,C-暂缓,0.0,17.577562,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
162,EXEL,,40.1,C-暂缓,0.0,17.641509,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
163,GNW,,40.0,C-暂缓,0.0,18.522222,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
164,OGS,,40.0,C-暂缓,0.0,17.402448,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
165,ES,,40.0,C-暂缓,0.0,18.56039,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
166,GPK,,40.0,C-暂缓,0.0,17.514394,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
167,PEP,,39.9,C-暂缓,0.0,18.633209,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
168,MS,,39.9,C-暂缓,0.0,17.299172,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
169,NGG,,39.9,C-暂缓,0.0,18.70729,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
170,DG,,39.9,C-暂缓,0.0,17.36432,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
171,PIPR,,39.9,C-暂缓,0.0,17.257015,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
172,POOL,,39.9,C-暂缓,0.0,17.360842,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
173,VO,,39.9,C-暂缓,0.0,17.352931,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
174,WFRD,,39.9,C-暂缓,0.0,17.352813,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
175,OGN,,39.9,C-暂缓,0.0,17.366695,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
176,GEN,,39.9,C-暂缓,0.0,17.298433,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
177,BF.A,,39.8,C-暂缓,0.0,18.771242,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
178,BXSL,Financial Services,39.8,C-暂缓,14.0,19.688164,17.45,16.28,11.68,否,FCF/NI<70%；股数膨胀>2%,30.2,16.28,11.68,nan,,,nan,92.69,9.02,4.01,55.13,1.29,,,0.04,-0.81,13.09,-458657000.0
179,SBAC,Real Estate,39.8,C-暂缓,7.0,20.030273,17.14,2.25,31.68,否,利润增长显著快于营收,224.46,2.25,31.68,0.15,-2.43,,75.46,37.43,-21.71,9.17,132.35,-3.16,3.61,0.29,0.24,1.01,-0.72,1291328000.0
180,FUL,,39.8,C-暂缓,0.0,17.216405,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
181,MUR,,39.8,C-暂缓,0.0,17.13501,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
182,SOBO,,39.8,C-暂缓,0.0,17.205038,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
183,PLUS,,39.8,C-暂缓,0.0,18.804204,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
184,UBER,,39.8,C-暂缓,0.0,17.119418,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
185,BK,,39.7,C-暂缓,0.0,17.015968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
186,HTLF,,39.7,C-暂缓,0.0,17.063329,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
187,NEE,,39.7,C-暂缓,0.0,18.927804,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
188,STT,,39.7,C-暂缓,0.0,17.087032,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
189,VOYA,,39.7,C-暂缓,0.0,17.080408,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
190,UBS,,39.7,C-暂缓,0.0,18.947038,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
191,EMN,,39.7,C-暂缓,0.0,19.031668,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
192,GTES,,39.7,C-暂缓,0.0,18.963432,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
193,AMTM,Industrials,39.6,C-暂缓,14.0,24.801444,45.92,23.31,nan,否,应收增速>营收；股数膨胀>2%,38.11,23.31,nan,62.73,88.86,,10.51,0.46,1.47,0.56,36.36,0.93,1.33,1.32,1.23,7.82,16.68,543000000.0
194,PNW,,39.6,C-暂缓,0.0,19.094175,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
195,GEHC,,39.6,C-暂缓,0.0,16.891195,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
196,EGO,,39.5,C-暂缓,0.0,16.77787,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
197,NWN,,39.5,C-暂缓,0.0,16.691283,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
198,WDC,,39.5,C-暂缓,0.0,19.311367,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
199,GBCI,,39.5,C-暂缓,0.0,19.317714,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
200,EDU,,39.5,C-暂缓,0.0,19.24,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
201,EPR,,39.5,C-暂缓,0.0,19.230788,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
202,VC,,39.4,C-暂缓,0.0,19.356986,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
203,ESNT,,39.4,C-暂缓,0.0,9.737612,,,,否,无,,,,,-8.0,,nan,nan,nan,nan,6.66,0.09,,,,nan,-3.94,
204,FNF,,39.4,C-暂缓,0.0,16.587844,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
205,FDS,,39.4,C-暂缓,0.0,19.452419,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
206,FITB,,39.4,C-暂缓,0.0,19.342448,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
207,LOW,Consumer Cyclical,39.3,C-暂缓,8.0,17.751899,28.22,-3.85,1.11,否,应收增速>营收,293.06,-3.85,1.11,4.72,1059.57,-2.27,33.48,7.71,-67.1,13.68,82.52,-4.51,6.73,1.08,1.77,1.15,-2.27,9864000000.0
208,SNEX,,39.3,C-暂缓,0.0,16.495042,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
209,NVR,,39.3,C-暂缓,0.0,16.442538,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
210,OKE,,39.3,C-暂缓,0.0,16.407106,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
211,EVR,,39.3,C-暂缓,0.0,16.418108,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
212,VG,Energy,39.2,C-暂缓,16.0,11.254331,18.84,28.77,10.84,否,应收增速>营收；FCF/NI<70%,17.62,28.77,10.84,21.05,69.06,113.49,50.17,18.37,37.52,5.22,65.3,5.18,3.31,0.93,0.28,-2.69,0.51,6566000000.0
213,MUSA,,39.2,C-暂缓,0.0,16.237666,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
214,EHC,,39.2,C-暂缓,0.0,19.67465,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
215,PPG,,39.2,C-暂缓,0.0,16.316927,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
216,UPS,,39.2,C-暂缓,0.0,19.637546,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
217,FOX,,39.2,C-暂缓,0.0,16.275842,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
218,EXC,,39.2,C-暂缓,0.0,16.278388,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
219,AFFT,,39.1,C-暂缓,0.0,16.123748,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
220,WEX,,39.1,C-暂缓,0.0,19.765198,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
221,UFPI,,39.1,C-暂缓,0.0,19.819613,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
222,NTRS,,39.1,C-暂缓,0.0,16.121993,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
223,FRSH,,39.1,C-暂缓,0.0,19.764994,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
224,FBNC,,39.1,C-暂缓,0.0,19.852513,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
225,ADEA,Technology,39.0,C-暂缓,10.0,23.972477,23.91,0.34,nan,否,经营现金流3Y为负,34.34,0.34,nan,-4.77,-21.18,nan,169.36,25.05,23.11,10.39,41.16,0.89,4.49,3.81,0.41,1.34,1.2,158086000.0
226,ATMU,Consumer Cyclical,39.0,C-暂缓,14.0,18.95967,25.59,4.14,6.77,否,ROE>40%；应收增速>营收,66.5,4.14,6.77,6.95,22.48,4.84,28.24,11.76,54.8,16.32,45.3,1.62,8.97,2.42,1.39,0.72,-0.72,202700000.0
227,PFG,,39.0,C-暂缓,0.0,15.953101,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
228,SLYG,,39.0,C-暂缓,0.0,16.070226,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
229,SNN,,39.0,C-暂缓,0.0,19.918612,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
230,OMAB,,39.0,C-暂缓,0.0,15.996991,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
231,ONON,,39.0,C-暂缓,0.0,19.951497,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
232,OTTR,,39.0,C-暂缓,0.0,19.93718,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
233,HLNE,,39.0,C-暂缓,0.0,16.030639,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
234,AFFS,,38.9,C-暂缓,0.0,15.867816,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
235,PHIN,,38.9,C-暂缓,0.0,20.137148,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
236,VB,,38.9,C-暂缓,0.0,15.864403,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
237,VDC,,38.9,C-暂缓,0.0,15.887372,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
238,VFC,,38.9,C-暂缓,0.0,20.130435,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
239,URBN,,38.9,C-暂缓,0.0,15.944028,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
240,NUE,,38.9,C-暂缓,0.0,20.175579,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
241,GBDC,,38.9,C-暂缓,0.0,20.097591,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
242,HAYW,,38.9,C-暂缓,0.0,20.166975,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
243,WSO,Industrials,38.8,C-暂缓,10.0,26.939876,31.51,-0.16,-6.15,否,经营现金流3Y为负,459.0,-0.16,-6.15,-0.14,2.14,0.39,28.05,6.87,17.87,11.18,10.85,0.17,140.77,4.12,1.63,1.08,1.5,569613000.0
244,LEA,Consumer Cyclical,38.8,C-暂缓,0.0,11.663247,17.24,3.64,10.05,否,无,150.33,3.64,10.05,2.15,4.18,2.47,6.47,1.88,8.68,3.03,19.62,0.58,7.2,1.35,1.61,1.21,-5.0,1088800000.0
245,PBH,Healthcare,38.8,C-暂缓,0.0,14.586527,26.62,,,否,无,71.07,,,,,,nan,nan,nan,,,,,,,nan,,
246,PKX,,38.8,C-暂缓,0.0,20.313579,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
247,PNR,,38.8,C-暂缓,0.0,15.793025,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
248,IBM,,38.8,C-暂缓,0.0,20.323512,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
249,SNA,,38.8,C-暂缓,0.0,20.276835,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
250,TXT,,38.8,C-暂缓,0.0,15.717699,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
251,GTY,,38.8,C-暂缓,0.0,20.305195,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
252,HDB,,38.8,C-暂缓,0.0,15.772634,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
253,EXP,,38.8,C-暂缓,0.0,15.785977,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
254,DRVN,Consumer Cyclical,38.7,C-暂缓,7.0,13.043343,34.14,-2.88,48.05,否,利润增长显著快于营收,19.74,-2.88,48.05,18.79,-9.81,-10.08,50.8,7.53,18.27,2.98,63.97,3.47,1.98,0.75,0.4,0.77,-0.58,330543000.0
255,ULTA,,38.7,C-暂缓,0.0,20.378528,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
256,FRPT,,38.7,C-暂缓,0.0,20.354996,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
257,STC,,38.6,C-暂缓,0.0,15.457256,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
258,OGE,,38.6,C-暂缓,0.0,20.497705,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
259,FBK,,38.6,C-暂缓,0.0,15.485574,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
260,PHG,,38.5,C-暂缓,0.0,20.674166,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
261,PPL,,38.5,C-暂缓,0.0,20.710484,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
262,WES,,38.5,C-暂缓,0.0,15.314994,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
263,TTD,,38.5,C-暂缓,0.0,15.328095,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
264,NU,,38.5,C-暂缓,0.0,20.665632,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
265,ENS,,38.5,C-暂缓,0.0,20.6806,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
266,EXPE,,38.5,C-暂缓,0.0,20.726066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
267,LNG,,38.4,C-暂缓,0.0,20.887782,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
268,MUFG,,38.4,C-暂缓,0.0,20.846262,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
269,SMFG,,38.4,C-暂缓,0.0,15.103981,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
270,POST,,38.4,C-暂缓,0.0,15.119962,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
271,WEC,,38.4,C-暂缓,0.0,20.814197,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
272,AKO.B,,38.3,C-暂缓,0.0,15.035273,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
273,AUGO,Basic Materials,38.3,C-暂缓,14.0,25.014006,19.05,32.9,nan,否,FCF/NI<70%；股数膨胀>2%,110.32,32.9,nan,46.85,19.14,39.17,58.03,-8.61,-29.86,-5.9,27.05,1.64,2.72,0.97,0.69,-1.58,5.11,305184000.0
274,BEAV,,38.3,C-暂缓,0.0,20.931818,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
275,CTRA,,38.3,C-暂缓,0.0,15.00149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
276,MTH,,38.3,C-暂缓,0.0,15.058115,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
277,VBR,,38.3,C-暂缓,0.0,20.94337,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
278,NTR,,38.3,C-暂缓,0.0,14.939653,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
279,OLED,,38.3,C-暂缓,0.0,20.957485,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
280,HSBC,,38.2,C-暂缓,0.0,14.807143,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
281,HSY,,38.2,C-暂缓,0.0,25.330717,,3.92,-18.72,否,无,,3.92,-18.72,,,,33.55,7.55,nan,,,,6.4,,,nan,,
282,IGIB,,38.2,C-暂缓,0.0,14.79638,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
283,MTCH,,38.2,C-暂缓,0.0,14.877027,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
284,EPAM,,38.2,C-暂缓,0.0,14.79611,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
285,GTX,,38.2,C-暂缓,0.0,14.868132,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
