二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
109,WAL,Financial Services,41.9,C-暂缓,8.0,9.07831,17.22,11.81,-2.87,否,FCF/NI<70%,97.23,11.81,-2.87,nan,,,nan,27.89,12.66,1.12,6.98,0.85,,,0.04,-2.88,0.18,-2678900000.0
110,AGCO,Industrials,41.8,C-暂缓,0.0,9.803092,28.95,-7.29,-6.53,否,无,143.78,-7.29,-6.53,5.64,-4.03,-5.3,25.46,7.21,17.0,6.29,21.49,0.6,5.89,1.39,0.87,1.02,-0.89,988100000.0
111,GILD,,40.7,C-暂缓,0.0,17.709081,,,,否,无,,,,,0.94,5.59,nan,nan,nan,nan,42.25,1.1,,1.55,,nan,-0.17,
112,TGTX,,40.3,C-暂缓,0.0,18.124,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
113,TMUS,,40.3,C-暂缓,0.0,18.105,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
114,DBX,,40.3,C-暂缓,0.0,17.868579,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
115,OVV,,40.3,C-暂缓,0.0,18.06412,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
116,DG,,40.3,C-暂缓,0.0,17.96821,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
117,OLED,,40.3,C-暂缓,0.0,17.839899,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
118,GOOG,,40.3,C-暂缓,0.0,17.884472,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
119,SEIC,,40.2,C-暂缓,0.0,18.178647,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
120,PEP,,40.2,C-暂缓,0.0,18.288562,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
121,FUL,,40.2,C-暂缓,0.0,16.400813,,,,否,无,,,,,-2.42,-1.36,nan,nan,nan,nan,40.06,1.04,,1.7,,nan,0.31,
122,GHC,,40.2,C-暂缓,0.0,17.805092,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
123,UMC,,40.2,C-暂缓,0.0,18.294717,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
124,OLLI,,40.2,C-暂缓,0.0,18.181067,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
125,FRSH,,40.2,C-暂缓,0.0,18.177074,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
126,ED,,40.2,C-暂缓,0.0,18.256249,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
127,LII,,40.1,C-暂缓,0.0,18.440222,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
128,IWN,,40.1,C-暂缓,0.0,18.337716,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
129,HSBC,,40.1,C-暂缓,0.0,17.623159,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
130,IBN,,40.1,C-暂缓,0.0,18.329615,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
131,GNW,,40.1,C-暂缓,0.0,18.372699,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
132,SNX,,40.1,C-暂缓,0.0,18.324126,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
133,SOBO,,40.1,C-暂缓,0.0,18.364946,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
134,PLUS,,40.1,C-暂缓,0.0,18.371769,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
135,TRNO,,40.1,C-暂缓,0.0,17.551647,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
136,UBS,,40.1,C-暂缓,0.0,18.328444,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
137,MT,,40.1,C-暂缓,0.0,18.361257,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
138,FNF,,40.1,C-暂缓,0.0,18.364018,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
139,HE,,40.1,C-暂缓,0.0,17.571968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
140,RWL,,40.0,C-暂缓,0.0,17.517609,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
141,RY,,40.0,C-暂缓,0.0,18.541422,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
142,PRK,,40.0,C-暂缓,0.0,18.594236,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
143,NGG,,40.0,C-暂缓,0.0,18.577201,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
144,EHC,,40.0,C-暂缓,0.0,18.554063,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
145,ONDS,,40.0,C-暂缓,0.0,17.416774,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
146,OPCH,,40.0,C-暂缓,0.0,17.422459,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
147,GEN,,40.0,C-暂缓,0.0,17.484076,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
148,EXEL,,40.0,C-暂缓,0.0,17.543111,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
149,IWS,,39.9,C-暂缓,0.0,17.394198,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
150,HTHT,,39.9,C-暂缓,0.0,18.661936,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
151,FFIN,,39.9,C-暂缓,0.0,18.705001,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
152,PRIM,,39.9,C-暂缓,0.0,18.635977,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
153,VBK,,39.9,C-暂缓,0.0,17.363274,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
154,WEX,,39.9,C-暂缓,0.0,18.608629,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
155,WFRD,,39.9,C-暂缓,0.0,17.311403,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
156,UBER,,39.9,C-暂缓,0.0,17.391932,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
157,OGS,,39.9,C-暂缓,0.0,17.353937,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
158,FDS,,39.9,C-暂缓,0.0,17.32908,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
159,BF.B,,39.8,C-暂缓,0.0,18.777778,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
160,KMB,,39.8,C-暂缓,0.0,17.174852,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
161,PAA,,39.8,C-暂缓,0.0,18.755725,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
162,HST,,39.8,C-暂缓,0.0,17.138644,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
163,POOL,,39.8,C-暂缓,0.0,17.114779,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
164,GTX,,39.8,C-暂缓,0.0,17.115385,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
165,ENVA,,39.8,C-暂缓,0.0,18.879053,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
166,FCN,,39.8,C-暂缓,0.0,18.869692,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
167,FERG,,39.8,C-暂缓,0.0,23.301542,,2.5,-4.37,否,无,,2.5,-4.37,,,,30.67,6.03,nan,,,,13.75,,,nan,,
168,HPT,,39.7,C-暂缓,0.0,17.102853,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
169,BK,,39.7,C-暂缓,0.0,17.015968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
170,SBAC,,39.7,C-暂缓,0.0,19.029822,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
171,DKS,,39.7,C-暂缓,0.0,18.916069,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
172,PBF,,39.7,C-暂缓,0.0,18.973345,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
173,PEG,,39.7,C-暂缓,0.0,16.964763,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
174,PEGA,,39.7,C-暂缓,0.0,17.001257,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
175,PNW,,39.7,C-暂缓,0.0,18.99159,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
176,HTLF,,39.7,C-暂缓,0.0,17.063329,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
177,MS,,39.7,C-暂缓,0.0,17.003418,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
178,GDS,,39.7,C-暂缓,0.0,17.087754,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
179,ET,,39.7,C-暂缓,0.0,17.00892,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
180,BF.A,,39.6,C-暂缓,0.0,19.098039,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
181,KMT,,39.6,C-暂缓,0.0,19.080014,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
182,KTB,,39.6,C-暂缓,0.0,16.960313,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
183,SYBT,,39.6,C-暂缓,0.0,16.949888,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
184,TFPM,,39.6,C-暂缓,0.0,19.05298,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
185,TGT,,39.6,C-暂缓,0.0,19.089272,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
186,JLL,,39.6,C-暂缓,0.0,19.078805,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
187,PIPR,,39.6,C-暂缓,0.0,19.165613,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
188,STWD,,39.6,C-暂缓,0.0,16.844759,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
189,VO,,39.6,C-暂缓,0.0,16.899901,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
190,HAL,,39.6,C-暂缓,0.0,16.884817,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
191,EPR,,39.6,C-暂缓,0.0,19.158478,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
192,ESTC,,39.6,C-暂缓,0.0,19.180764,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
193,SFM,,39.5,C-暂缓,0.0,16.788296,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
194,TD,,39.5,C-暂缓,0.0,19.282068,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
195,DUK,,39.5,C-暂缓,0.0,19.233066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
196,SMFG,,39.5,C-暂缓,0.0,16.707553,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
197,ULTA,,39.5,C-暂缓,0.0,19.239531,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
198,ELPC,,39.5,C-暂缓,0.0,16.754941,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
199,GATX,,39.5,C-暂缓,0.0,19.191142,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
200,ELV,,39.5,C-暂缓,0.0,16.724143,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
201,EXC,,39.5,C-暂缓,0.0,16.783883,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
202,WSO,Industrials,39.4,C-暂缓,10.0,26.503718,32.61,-0.16,-6.15,否,经营现金流3Y为负,459.0,-0.16,-6.15,-0.14,2.14,0.39,28.05,6.87,17.87,11.18,10.85,0.17,140.77,4.12,1.63,1.08,1.5,569613000.0
203,LOW,Consumer Cyclical,39.4,C-暂缓,8.0,17.536709,29.09,-3.85,1.11,否,应收增速>营收,293.06,-3.85,1.11,4.72,1059.57,-2.27,33.48,7.71,-67.1,13.68,82.52,-4.51,6.73,1.08,1.77,1.15,-2.27,9864000000.0
204,KOF,,39.4,C-暂缓,0.0,16.59525,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
205,DIA,,39.4,C-暂缓,0.0,16.543507,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
206,GSK,,39.4,C-暂缓,0.0,16.529544,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
207,UPS,,39.4,C-暂缓,0.0,19.371747,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
208,OMAB,,39.4,C-暂缓,0.0,16.626917,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
209,GBDC,,39.4,C-暂缓,0.0,16.662338,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
210,FDX,,39.4,C-暂缓,0.0,16.573111,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
211,ARCC,Financial Services,39.3,C-暂缓,14.0,14.0,17.57,26.67,29.37,否,FCF/NI<70%；股数膨胀>2%,22.76,26.67,29.37,nan,,,nan,86.25,9.07,4.37,51.2,1.12,,,0.05,-1.32,11.43,-1717000000.0
212,BXSL,Financial Services,39.3,C-暂缓,14.0,12.135419,26.48,16.28,11.68,否,FCF/NI<70%；股数膨胀>2%,31.42,16.28,11.68,nan,,,nan,92.69,9.02,4.01,55.13,1.29,,,0.04,-0.81,13.09,-458657000.0
213,RCL,,39.3,C-暂缓,0.0,19.617818,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
214,DRI,,39.3,C-暂缓,0.0,19.613076,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
215,PNR,,39.3,C-暂缓,0.0,16.441228,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
216,NEE,,39.3,C-暂缓,0.0,19.534608,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
217,NWN,,39.3,C-暂缓,0.0,16.4372,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
218,VC,,39.3,C-暂缓,0.0,19.515665,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
219,WDS,,39.3,C-暂缓,0.0,16.521127,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
220,FBNC,,39.3,C-暂缓,0.0,19.541686,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
221,DPZ,,39.2,C-暂缓,0.0,19.677249,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
222,STT,,39.2,C-暂缓,0.0,16.252184,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
223,FRPT,,39.2,C-暂缓,0.0,16.298468,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
224,EDU,,39.2,C-暂缓,0.0,19.63,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
225,SWCH,,39.1,C-暂缓,0.0,19.770375,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
226,PFG,,39.1,C-暂缓,0.0,16.164938,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
227,IWM,,39.1,C-暂缓,0.0,16.171121,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
228,IXC,,39.1,C-暂缓,0.0,19.879851,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
229,GME,,39.1,C-暂缓,0.0,16.177421,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
230,VIV,,39.1,C-暂缓,0.0,16.189746,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
231,OKE,,39.1,C-暂缓,0.0,16.213935,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
232,HLN,,39.1,C-暂缓,0.0,19.820033,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
233,EWT,,39.1,C-暂缓,0.0,16.223548,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
234,EXP,,39.1,C-暂缓,0.0,16.169423,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
235,FBK,,39.1,C-暂缓,0.0,16.19922,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
236,FITB,,39.1,C-暂缓,0.0,19.833908,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
237,AFFT,,39.0,C-暂缓,0.0,15.970189,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
238,IX,,39.0,C-暂缓,0.0,16.047939,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
239,SLYG,,39.0,C-暂缓,0.0,16.003556,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
240,TSCO,,39.0,C-暂缓,0.0,16.032455,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
241,TXT,,39.0,C-暂缓,0.0,16.085597,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
242,UFPI,,39.0,C-暂缓,0.0,20.024868,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
243,PHG,,38.9,C-暂缓,0.0,20.145631,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
244,PLNT,,38.9,C-暂缓,0.0,20.157888,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
245,KEX,,38.9,C-暂缓,0.0,20.153876,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
246,KD,,38.9,C-暂缓,0.0,15.941176,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
247,LTC,,38.9,C-暂缓,0.0,15.85175,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
248,NVR,,38.9,C-暂缓,0.0,15.871733,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
249,GBCI,,38.9,C-暂缓,0.0,20.181647,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
250,AFFS,,38.8,C-暂缓,0.0,15.66307,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
251,LAUR,,38.8,C-暂缓,0.0,20.272158,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
252,SLGN,,38.8,C-暂缓,0.0,15.685961,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
253,PAG,,38.8,C-暂缓,0.0,15.794454,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
254,GS,,38.8,C-暂缓,0.0,15.756433,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
255,KFY,,38.8,C-暂缓,0.0,15.760536,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
256,DEO,,38.8,C-暂缓,0.0,20.337671,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
257,SNEX,,38.8,C-暂缓,0.0,20.329337,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
258,PPG,,38.8,C-暂缓,0.0,15.760765,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
259,VDC,,38.8,C-暂缓,0.0,15.72901,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
260,UNM,,38.8,C-暂缓,0.0,20.325438,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
261,GEHC,,38.8,C-暂缓,0.0,15.672338,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
262,EMN,,38.8,C-暂缓,0.0,20.250979,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
263,ALGN,Healthcare,38.7,C-暂缓,0.0,29.385978,15.61,2.61,4.31,否,无,200.44,2.61,4.31,1.42,8.62,-12.58,67.19,10.17,10.13,6.59,1.84,0.03,,1.36,0.65,1.2,-2.61,593223000.0
264,TME,,38.7,C-暂缓,0.0,11.461645,,,,否,无,,,,11.0,,,nan,nan,nan,,,,,,,nan,,10231000000.0
265,PAC,,38.7,C-暂缓,0.0,20.369254,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
266,KBR,,38.7,C-暂缓,0.0,11.106055,,,,否,无,,,,12.04,4.86,,nan,nan,nan,nan,43.86,1.92,,1.22,,nan,-2.52,557000000.0
267,NWS,,38.7,C-暂缓,0.0,15.532416,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
268,NTRS,,38.7,C-暂缓,0.0,15.652062,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
269,GEO,,38.7,C-暂缓,0.0,15.590294,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
270,DIS,,38.6,C-暂缓,0.0,15.370509,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
271,DUOL,,38.6,C-暂缓,0.0,15.422994,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
272,PHIN,,38.6,C-暂缓,0.0,20.558737,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
273,KNTK,,38.6,C-暂缓,0.0,20.63019,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
274,NCLH,,38.6,C-暂缓,0.0,15.401392,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
275,POST,,38.6,C-暂缓,0.0,15.41802,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
276,VB,,38.6,C-暂缓,0.0,15.404066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
277,VBR,,38.6,C-暂缓,0.0,20.569201,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
278,NUE,,38.6,C-暂缓,0.0,20.533919,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
279,RPM,,38.5,C-暂缓,0.0,20.729897,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
280,RRR,,38.5,C-暂缓,0.0,20.653846,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
281,SFBS,,38.5,C-暂缓,0.0,15.247764,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
282,JEF,,38.5,C-暂缓,0.0,15.349035,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
283,VFC,,38.5,C-暂缓,0.0,20.753623,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
284,WES,,38.5,C-暂缓,0.0,15.302357,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
285,TRU,,38.5,C-暂缓,0.0,20.744063,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
286,FOXA,,38.5,C-暂缓,0.0,15.229669,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
287,FTDR,,38.5,C-暂缓,0.0,20.639509,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
288,ES,,38.5,C-暂缓,0.0,15.298656,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
289,BRK.A,,38.4,C-暂缓,0.0,15.213029,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
290,KMI,,38.4,C-暂缓,0.0,20.794803,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
291,LAZ,,38.4,C-暂缓,0.0,20.87294,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
292,LEVI,,38.4,C-暂缓,0.0,15.184985,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
293,THO,,38.4,C-暂缓,0.0,15.176113,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
294,EAT,,38.4,C-暂缓,0.0,20.814278,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
295,MTCH,,38.4,C-暂缓,0.0,15.105404,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
296,PSX,,38.4,C-暂缓,0.0,20.860806,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
297,TS,,38.4,C-暂缓,0.0,15.147896,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
298,OGE,,38.4,C-暂缓,0.0,20.849974,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
299,GTY,,38.4,C-暂缓,0.0,20.848702,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
300,EPAM,,38.4,C-暂缓,0.0,15.130438,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
301,AKO.B,,38.3,C-暂缓,0.0,15.060332,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
302,BEAV,,38.3,C-暂缓,0.0,20.931818,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
303,DOOR,,38.3,C-暂缓,0.0,21.025535,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
304,CTRA,,38.3,C-暂缓,0.0,15.00149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
305,DINO,,38.3,C-暂缓,0.0,8.780135,,,,否,无,,,,,-12.63,-7.15,nan,nan,nan,nan,19.58,0.35,,1.94,,nan,-2.66,
306,HWC,,38.3,C-暂缓,0.0,15.037802,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
307,JPM,,38.3,C-暂缓,0.0,15.051617,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
308,MUSA,,38.3,C-暂缓,0.0,21.024382,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
309,SMCI,,38.3,C-暂缓,0.0,14.947368,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
310,SNA,,38.3,C-暂缓,0.0,20.936439,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
311,VOYA,,38.3,C-暂缓,0.0,15.023904,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
312,STC,,38.3,C-暂缓,0.0,14.946437,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
313,NWBI,,38.3,C-暂缓,0.0,14.985367,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
314,HAYW,,38.3,C-暂缓,0.0,21.01421,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
315,HLNE,,38.3,C-暂缓,0.0,15.020763,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
316,ADEA,Technology,38.2,C-暂缓,10.0,24.449541,22.39,0.34,nan,否,经营现金流3Y为负,34.34,0.34,nan,-4.77,-21.18,nan,169.36,25.05,23.11,10.39,41.16,0.89,4.49,3.81,0.41,1.34,1.2,158086000.0
317,TLK,,38.2,C-暂缓,0.0,14.81784,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
318,PATH,,38.2,C-暂缓,0.0,21.100082,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
319,PATK,,38.2,C-暂缓,0.0,21.166667,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
320,MRX,,38.2,C-暂缓,0.0,14.863614,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
321,HLI,,38.2,C-暂缓,0.0,21.074471,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
322,L,,38.1,C-暂缓,0.0,14.743855,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
323,DOCS,,38.1,C-暂缓,0.0,21.336735,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
324,IGIB,,38.1,C-暂缓,0.0,14.754057,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
325,MTX,,38.1,C-暂缓,0.0,14.706628,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
