代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
06031,6031.HK,Industrials,20.06,144.63,17.208521,26.14,27.16,3.53,25.14,,,,9.52,14.27,19975261000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06656,6656.HK,Industrials,361.2,512.9,17.195087,46.01,669.0,1142.49,nan,,,,77.05,20.65,-199990000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
07618,7618.HK,Consumer Cyclical,13.06,354.32,12.402659,23.94,17.17,19.22,nan,,,,20.64,0.04,2089421000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09973,9973.HK,Consumer Cyclical,25.36,597.23,7.052694,27.5,34.98,48.01,44.79,,,,37.47,7.73,20130000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09976,9976.HK,,236.0,1014.8,7.646305,,,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06862,6862.HK,Consumer Cyclical,11.57,644.91,13.24428,35.22,17.86,11.67,43.36,,,,40.44,26.87,5664189000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06886,6886.HK,Financial Services,18.07,310.63,6.902215,17.64,21.94,1.74,14.02,,,,7.92,28.16,-12601571386.35,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02588,2588.HK,Industrials,73.1,507.31,8.107306,20.5,91.95,4.01,239.83,,,,11.51,65.17,2938049000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02600,2600.HK,Basic Materials,8.76,345.49,7.351256,43.67,15.55,-6.07,44.6,,,,16.92,28.01,34092341000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02611,2611.HK,Financial Services,15.42,540.63,7.256801,16.78,18.53,21.35,34.19,,,,8.42,24.11,81138252377.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02618,2618.HK,Industrials,11.17,739.9,8.341036,33.35,16.76,16.48,nan,,,,12.16,18.02,18765124000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02688,2688.HK,Utilities,49.6,561.47,7.692722,32.79,73.8,0.56,0.21,,,,12.35,18.62,10433000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02689,2689.HK,Basic Materials,6.63,311.09,8.159545,33.5,9.97,-3.99,-52.13,,,,1.56,49.88,-794199000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
86618,86618.HK,,31.78,1020.46,16.305798,50.15,63.75,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89618,89618.HK,,95.0,2371.69,19.267569,27.76,131.5,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02883,2883.HK,Energy,7.265,131.58,7.636358,38.12,11.74,12.14,17.66,,,,8.25,20.0,11289935638.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09618,9618.HK,Consumer Cyclical,110.4,2756.16,17.421493,23.23,143.8,7.76,23.67,,,,8.72,15.41,18991000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09633,9633.HK,Consumer Defensive,42.4,2134.7,23.826954,24.62,56.25,16.5,23.15,,,,40.2,6.89,21141652000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00010,0010.HK,Real Estate,12.58,171.29,12.025619,28.28,17.54,-1.63,-20.42,,,,1.39,23.33,6062000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01378,1378.HK,Basic Materials,23.4,2297.65,7.444466,43.42,41.36,7.22,37.53,,,,17.07,29.56,38995459000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01415,1415.HK,Technology,24.3,211.17,12.525238,43.57,43.06,46.37,32.68,,,,27.12,10.85,316306000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01428,1428.HK,Financial Services,7.32,124.22,18.531646,56.64,16.88,4.57,2.6,,,,30.86,51.4,-540421000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00856,0856.HK,Technology,10.17,145.43,8.510581,20.05,12.72,8.08,18.03,,,,13.35,21.48,1954632000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00857,0857.HK,Energy,10.16,2143.65,9.060418,16.86,12.22,-4.01,1.88,,,,9.92,12.51,412510000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00868,0868.HK,Basic Materials,9.265,410.16,12.080112,24.98,12.35,-2.87,-15.53,,,,7.41,10.09,5321500000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01109,1109.HK,Real Estate,30.5,2174.94,7.964193,23.52,39.88,10.77,-3.28,,,,8.78,26.66,38793151000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01128,1128.HK,Consumer Cyclical,5.735,304.01,10.259392,21.87,7.34,72.54,nan,,,,-12.07,110.76,7369391000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01133,1133.HK,Industrials,16.58,112.01,9.513474,42.59,28.88,22.86,200.1,,,,14.98,7.98,2284202514.81,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01138,1138.HK,Energy,17.49,226.67,11.682614,21.92,22.4,8.48,40.33,,,,8.7,38.48,7389147000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01286,1286.HK,Industrials,8.39,163.35,19.819194,28.9,11.8,5.38,7.66,,,,12.96,25.89,1258721000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00659,0659.HK,Industrials,8.06,368.02,15.51041,15.78,9.57,-7.89,8.24,,,,5.87,19.75,2448700000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09992,9992.HK,Consumer Cyclical,154.0,2051.28,13.256276,50.26,309.6,42.66,54.09,,,,29.26,6.49,4954220000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09995,9995.HK,Healthcare,80.0,166.86,6.594005,36.81,126.6,61.62,nan,,,,19.66,30.38,52342000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80016,80016.HK,,102.2,2961.53,14.902304,20.65,128.8,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80175,80175.HK,Consumer Cyclical,14.8,1596.33,9.566904,16.43,17.71,32.63,47.42,,,,18.24,15.05,47274244000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80291,80291.HK,,16.18,524.88,19.080189,39.22,26.62,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80700,80700.HK,,379.8,34573.19,14.647692,39.28,625.5,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80883,80883.HK,,21.44,9549.38,7.365167,21.35,27.26,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80941,80941.HK,,68.25,14187.81,11.23087,16.15,81.4,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81024,81024.HK,,28.82,1247.04,7.908891,66.01,84.8,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81211,81211.HK,Consumer Cyclical,73.5,2707.3,22.769517,26.13,99.5,23.77,25.2,,,,13.24,13.48,59135544000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81299,81299.HK,,66.45,6875.58,12.628278,18.62,81.65,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81810,81810.HK,,24.16,6223.37,18.860265,55.99,54.9,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82020,82020.HK,,65.1,1820.85,11.347394,26.52,88.6,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82331,82331.HK,,11.57,299.08,9.922813,43.51,20.48,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82333,82333.HK,,6.63,152.89,9.471429,62.11,17.5,,,,,,nan,,,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03888,3888.HK,Communication Services,25.6,351.74,10.732777,32.98,38.2,8.23,nan,,,,7.7,0.09,2291620000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03898,3898.HK,Industrials,30.28,139.89,8.546058,35.41,46.88,17.1,17.03,,,,9.64,12.81,3361120915.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03899,3899.HK,Energy,7.595,160.33,12.442064,45.28,13.88,10.33,2.47,,,,9.35,11.71,1742844000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03931,3931.HK,Industrials,17.17,130.66,13.395654,56.31,39.3,29.65,28.74,,,,4.02,39.25,10160086000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03993,3993.HK,Basic Materials,16.45,647.06,10.935692,34.83,25.24,6.13,49.66,,,,24.67,16.1,32386655541.72,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00914,0914.HK,Basic Materials,16.66,214.41,12.089434,38.61,27.14,-14.49,-19.69,,,,4.22,10.42,16643907685.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00916,0916.HK,Utilities,5.345,177.34,10.474209,38.28,8.66,-8.79,-3.97,,,,6.03,49.68,21832566099.33,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00921,0921.HK,Consumer Cyclical,22.56,103.68,9.556833,17.9,27.48,5.86,30.46,,,,18.24,5.64,5796029180.51,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01171,1171.HK,Energy,13.3,542.04,10.435614,23.65,17.42,-13.63,-35.66,,,,8.97,29.48,19484794000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01193,1193.HK,Utilities,16.7,386.44,10.719655,28.57,23.38,1.19,-9.17,,,,8.03,17.7,6575111000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01299,1299.HK,Financial Services,77.5,8018.93,12.937207,15.9,92.15,nan,23.23,,,,14.42,4.25,6970000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01908,1908.HK,Real Estate,12.56,290.89,7.092038,33.51,18.89,11.14,-9.55,,,,8.67,21.92,21961699000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01910,1910.HK,Consumer Cyclical,12.51,170.64,8.53151,43.08,21.98,6.7,-2.59,,,,18.06,45.91,506300000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01913,1913.HK,Consumer Cyclical,39.34,1006.64,13.965083,24.35,52.0,10.82,22.35,,,,18.34,43.75,1654258000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01928,1928.HK,Consumer Cyclical,14.13,1143.54,16.547144,37.2,22.5,66.76,nan,,,,63.95,67.14,2105000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01929,1929.HK,Consumer Cyclical,12.08,1191.81,13.372891,28.73,16.95,-0.1,18.7,,,,29.07,31.06,1317000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02460,2460.HK,Consumer Defensive,7.46,178.89,19.884131,35.47,11.56,-4.48,-0.15,,,,9.18,0.28,1511086000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02507,2507.HK,Industrials,45.94,168.07,13.234475,33.9,69.5,14.85,16.39,,,,15.71,2.11,145997000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02518,2518.HK,Communication Services,41.84,195.51,17.748815,27.8,57.95,-2.4,-6.79,,,,6.83,0.15,889462000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02313,2313.HK,Consumer Cyclical,37.16,558.51,10.502345,49.1,73.0,3.71,8.48,,,,15.54,26.11,5549401000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02331,2331.HK,Consumer Cyclical,13.53,349.75,9.936559,42.23,23.42,4.68,-10.27,,,,10.63,5.45,4851532000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02333,2333.HK,Consumer Cyclical,7.76,178.79,9.3916,60.35,19.57,17.75,6.07,,,,11.22,22.26,17753789028.71,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02338,2338.HK,Consumer Cyclical,32.14,624.48,18.336026,29.27,45.44,9.79,30.62,,,,11.73,10.75,28681522296.05,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00975,0975.HK,Basic Materials,10.34,106.09,11.738688,29.08,14.58,14.66,-53.11,,,,0.49,16.79,234258000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01024,1024.HK,Communication Services,33.66,1456.47,8.065574,63.65,92.6,14.88,nan,,,,23.4,21.25,26716000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01044,1044.HK,Consumer Defensive,21.24,245.32,8.557608,29.11,29.96,0.66,9.61,,,,11.65,36.5,3241140000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00135,0135.HK,Energy,7.43,641.8,10.013903,15.86,8.83,4.1,0.75,,,,7.89,14.86,12430000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00148,0148.HK,Industrials,50.25,563.8,12.369027,66.9,151.8,-2.78,6.39,,,,6.81,21.95,4738794000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00152,0152.HK,Industrials,5.23,128.19,8.31345,43.76,9.3,1.72,18.64,,,,6.32,46.6,4514865000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00175,0175.HK,Consumer Cyclical,17.28,1863.82,9.513387,32.55,25.62,32.63,47.42,,,,18.24,15.05,47274244000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00179,0179.HK,Consumer Cyclical,19.06,178.02,11.259754,58.37,45.78,0.04,8.6,,,,7.12,8.94,471090000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00189,0189.HK,Basic Materials,13.02,225.6,10.04347,45.16,23.74,-10.51,-24.77,,,,11.42,0.14,3706493000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00220,0220.HK,Consumer Defensive,7.45,321.77,12.719599,19.89,9.3,3.92,18.82,,,,15.07,4.41,3284365000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00012,0012.HK,Real Estate,26.72,1293.52,19.765784,25.07,35.66,0.25,-15.1,,,,1.75,14.78,12325000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00016,0016.HK,Real Estate,119.5,3462.85,15.7395,19.69,148.8,-4.1,-13.68,,,,3.14,15.85,24516000000.0,2026-09-04,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
