代码,Yahoo代码,行业,最新价,流通市值_亿港元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
01415,1415.HK,Technology,20.58,179.05,11.87168,52.21,43.06,46.37,32.68,,,,27.12,10.85,316306000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01428,1428.HK,Financial Services,6.18,104.87,15.64557,63.39,16.88,4.57,2.6,,,,30.86,51.4,-540421000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02883,2883.HK,Energy,7.22,130.76,7.95481,38.5,11.74,12.14,17.66,,,,8.25,20.0,11289935638.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09636,9636.HK,Consumer Defensive,29.52,136.97,13.003643,64.88,84.05,22.85,26.02,,,,31.04,0.08,824247000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02600,2600.HK,Basic Materials,8.34,328.93,8.58173,46.37,15.55,-6.07,44.6,,,,16.92,28.01,34092341000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02611,2611.HK,Financial Services,15.08,528.67,10.56548,18.75,18.56,21.35,34.19,,,,8.42,24.11,81138252377.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02688,2688.HK,Utilities,46.5,526.38,7.539841,36.99,73.8,0.56,0.21,,,,12.35,18.62,10433000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02689,2689.HK,Basic Materials,7.76,364.12,10.024609,22.17,9.97,-3.99,-52.13,,,,1.56,49.88,-794199000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
86618,86618.HK,,33.88,1087.89,20.166667,46.85,63.75,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89618,89618.HK,,110.9,2768.64,24.321354,15.67,131.5,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
89988,89988.HK,,96.25,18457.86,17.442914,43.55,170.5,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00856,0856.HK,Technology,8.73,124.84,8.939177,31.37,12.72,8.08,18.03,,,,13.35,21.48,1954632000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00857,0857.HK,Energy,10.15,2141.54,10.108535,16.94,12.22,-4.01,1.88,,,,9.92,12.51,412510000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00868,0868.HK,Basic Materials,9.26,409.66,13.354273,25.02,12.35,-2.87,-15.53,,,,7.41,10.09,5321500000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01128,1128.HK,Consumer Cyclical,5.78,304.32,18.645161,21.89,7.4,72.54,nan,,,,-12.07,110.76,7369391000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01133,1133.HK,Industrials,15.0,101.34,11.307263,48.06,28.88,22.86,200.1,,,,14.98,7.98,2284202514.81,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01138,1138.HK,Energy,13.97,181.05,12.254386,37.63,22.4,8.48,40.33,,,,8.7,38.48,7389147000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01258,1258.HK,Basic Materials,14.48,565.01,17.954546,23.99,19.05,-5.82,14.94,,,,16.26,1.88,938657000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01286,1286.HK,Industrials,6.7,130.45,17.402597,43.22,11.8,5.38,7.66,,,,12.96,25.89,1258721000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
09992,9992.HK,Consumer Cyclical,163.2,2173.82,14.667577,51.97,339.8,42.66,54.09,,,,29.26,6.49,4954220000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80016,80016.HK,,104.7,3033.98,15.266842,18.71,128.8,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80291,80291.HK,,21.16,686.43,20.365736,20.69,26.68,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80700,80700.HK,,406.2,36935.77,15.752734,35.06,625.5,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80883,80883.HK,,20.92,9317.77,7.9756,23.26,27.26,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
80992,80992.HK,,18.8,2332.08,20.014386,20.0,23.5,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81024,81024.HK,,36.98,1600.12,9.144411,56.39,84.8,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81299,81299.HK,,68.55,7092.87,16.186541,16.04,81.65,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
81810,81810.HK,,26.72,6904.72,19.475219,51.33,54.9,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82020,82020.HK,,68.4,1913.15,14.076971,28.56,95.75,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82318,82318.HK,,50.55,3764.75,6.893495,23.47,66.05,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82331,82331.HK,,13.14,339.67,11.566901,35.84,20.48,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
82333,82333.HK,,8.06,186.02,7.610954,54.28,17.63,,,,,,nan,,,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00688,0688.HK,Real Estate,13.8,1510.39,10.694657,17.37,16.7,-2.31,-18.29,,,,3.27,27.05,16733455000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00992,0992.HK,Technology,21.74,2696.77,17.996689,20.71,27.42,10.28,5.95,,,,25.04,9.03,4023705000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01024,1024.HK,Communication Services,42.94,1858.01,9.290048,53.63,92.6,14.88,nan,,,,23.4,21.25,26716000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00914,0914.HK,Basic Materials,18.9,243.81,11.007862,30.36,27.14,-14.49,-19.69,,,,4.22,10.42,16643907685.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00916,0916.HK,Utilities,5.77,191.44,9.741586,33.37,8.66,-8.79,-3.97,,,,6.03,49.68,21832566099.33,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01157,1157.HK,Industrials,7.58,117.68,13.414315,28.96,10.67,7.77,28.2,,,,8.44,25.25,4873901652.93,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01171,1171.HK,Energy,12.06,491.51,10.874802,30.77,17.42,-13.63,-35.66,,,,8.97,29.48,19484794000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01193,1193.HK,Utilities,16.9,391.07,10.906716,27.72,23.38,1.19,-9.17,,,,8.03,17.7,6575111000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03888,3888.HK,Communication Services,25.38,350.75,10.775591,33.56,38.2,8.23,nan,,,,7.7,0.09,2291620000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03898,3898.HK,Industrials,33.3,153.85,9.50157,28.97,46.88,17.1,17.03,,,,9.64,12.81,3361120915.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03899,3899.HK,Energy,7.76,163.81,12.564441,44.09,13.88,10.33,2.47,,,,9.35,11.71,1742844000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03931,3931.HK,Industrials,16.75,127.47,16.136802,57.38,39.3,29.65,28.74,,,,4.02,39.25,10160086000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03933,3933.HK,Healthcare,9.15,180.25,6.733471,49.11,17.98,5.24,9.68,,,,11.99,16.15,3749820000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
03993,3993.HK,Basic Materials,16.27,639.98,12.633528,35.54,25.24,6.13,49.66,,,,24.67,16.1,32386655541.72,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01908,1908.HK,Real Estate,15.55,360.14,8.669309,18.97,19.19,11.14,-9.55,,,,8.67,21.92,21961699000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01910,1910.HK,Consumer Cyclical,14.09,192.19,9.180536,35.9,21.98,6.7,-2.59,,,,18.06,45.91,506300000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01913,1913.HK,Consumer Cyclical,37.9,969.79,12.45628,27.12,52.0,10.82,22.35,,,,18.34,43.75,1654258000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01928,1928.HK,Consumer Cyclical,15.12,1223.66,17.547097,32.8,22.5,66.76,nan,,,,63.95,67.14,2105000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01929,1929.HK,Consumer Cyclical,12.1,1193.79,13.395032,28.61,16.95,-0.1,18.7,,,,29.07,31.06,1317000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00016,0016.HK,Real Estate,121.9,3532.39,16.055607,18.08,148.8,-4.1,-13.68,,,,3.14,15.85,24516000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00027,0027.HK,Consumer Cyclical,34.38,1505.5,14.1133,22.25,44.22,62.51,nan,,,,12.84,2.04,14253563000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00101,0101.HK,Real Estate,7.55,392.83,21.757925,26.7,10.3,-1.3,-22.21,,,,1.34,24.17,5864000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02460,2460.HK,Consumer Defensive,8.15,195.44,17.862935,32.31,12.04,-4.48,-0.15,,,,9.18,0.28,1511086000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02507,2507.HK,Industrials,44.3,162.07,14.999174,42.09,76.5,14.85,16.39,,,,15.71,2.11,145997000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
02518,2518.HK,Communication Services,44.08,205.98,16.671949,24.0,58.0,-2.4,-6.79,,,,6.83,0.15,889462000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06181,6181.HK,Consumer Cyclical,295.0,424.8,9.352227,67.15,898.0,176.31,272.04,,,,43.87,31.36,-6848198000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06618,6618.HK,Healthcare,39.28,1253.03,20.131027,45.22,71.7,16.26,141.83,,,,8.95,0.78,10173949000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06655,6655.HK,Basic Materials,14.91,109.55,8.715496,26.19,20.2,5.07,1.87,,,,8.9,31.15,6694037666.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
06690,6690.HK,Consumer Cyclical,22.72,648.43,9.731779,19.43,28.2,7.47,9.95,,,,16.47,15.32,26002941969.92,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00135,0135.HK,Energy,7.37,636.62,10.277905,16.53,8.83,4.1,0.75,,,,7.89,14.86,12430000000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00148,0148.HK,Industrials,40.08,449.7,10.093176,73.6,151.8,-2.78,6.39,,,,6.81,21.95,4738794000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00152,0152.HK,Industrials,6.11,149.76,6.641304,34.3,9.3,1.72,18.64,,,,6.32,46.6,4514865000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00175,0175.HK,Consumer Cyclical,20.46,2206.61,12.510597,20.14,25.62,32.63,47.42,,,,18.24,15.05,47274244000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00179,0179.HK,Consumer Cyclical,17.15,160.18,10.126808,62.54,45.78,0.04,8.6,,,,7.12,8.94,471090000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00189,0189.HK,Basic Materials,11.62,201.34,10.657754,51.05,23.74,-10.51,-24.77,,,,11.42,0.14,3706493000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00220,0220.HK,Consumer Defensive,7.79,336.45,14.130415,22.26,10.02,3.92,18.82,,,,15.07,4.41,3284365000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
00636,0636.HK,Industrials,6.01,108.6,7.705128,38.61,9.79,-11.88,-26.59,,,,7.99,26.33,2919112000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01776,1776.HK,Financial Services,17.0,326.57,7.680627,20.56,21.4,12.11,20.0,,,,8.78,26.19,-27780960722.97,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01787,1787.HK,Basic Materials,19.83,197.4,15.651144,63.58,54.45,27.51,56.03,,,,10.56,38.48,21492754843.56,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01810,1810.HK,Technology,31.04,8021.05,20.123984,48.18,59.9,17.76,156.28,,,,15.64,8.23,34142377000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01818,1818.HK,Basic Materials,21.06,606.86,16.46662,50.28,42.36,18.97,250.49,,,,6.85,37.43,2597165000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01836,1836.HK,Consumer Cyclical,14.51,122.46,11.429958,16.47,17.37,-1.25,5.34,,,,12.58,1.13,194736000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
01866,1866.HK,Basic Materials,9.04,115.26,10.831432,30.35,12.98,3.19,-11.09,,,,9.56,43.07,3376765000.0,2026-07-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长；红筹/H股/香港本地属性确认；老千股风险排查,否
